date,Kabupaten,Rainfall_mm
2023-12-10,Tasikmalaya,1.966660738
2023-12-11,Tasikmalaya,0
2023-12-12,Tasikmalaya,0
2023-12-13,Tasikmalaya,0.05580743216
2023-12-14,Tasikmalaya,0
2023-12-15,Tasikmalaya,0
2023-12-16,Tasikmalaya,0
2023-12-17,Tasikmalaya,0
2023-12-18,Tasikmalaya,0
2023-12-19,Tasikmalaya,0
2023-12-20,Tasikmalaya,0
2023-12-21,Tasikmalaya,0
2023-12-22,Tasikmalaya,6.41E-04
2023-12-23,Tasikmalaya,0
2023-12-24,Tasikmalaya,0
2023-12-25,Tasikmalaya,37.6282196
2023-12-26,Tasikmalaya,18.684793
2023-12-27,Tasikmalaya,0.3425423652
2023-12-28,Tasikmalaya,8.839073896
2023-12-29,Tasikmalaya,9.152921677
2023-12-30,Tasikmalaya,2.529386759
2023-12-31,Tasikmalaya,27.27823734
2024-01-01,Tasikmalaya,3.519404769
2024-01-02,Tasikmalaya,3.305979252
2024-01-03,Tasikmalaya,73.70304108
2024-01-04,Tasikmalaya,26.29690361
2024-01-05,Tasikmalaya,18.47340918
2024-01-06,Tasikmalaya,55.80797768
2024-01-07,Tasikmalaya,35.17004585
2024-01-08,Tasikmalaya,37.01813793
2024-01-09,Tasikmalaya,19.13308239
2024-01-10,Tasikmalaya,51.59379387
2024-01-11,Tasikmalaya,14.20417929
2024-01-12,Tasikmalaya,0
2024-01-13,Tasikmalaya,0.02654030453
2024-01-14,Tasikmalaya,0.09218232147
2024-01-15,Tasikmalaya,2.274329782
2024-01-16,Tasikmalaya,47.53446579
2024-01-17,Tasikmalaya,8.769863605
2024-01-18,Tasikmalaya,118.9092293
2024-01-19,Tasikmalaya,13.6865387
2024-01-20,Tasikmalaya,0
2024-01-21,Tasikmalaya,0.01667768788
2024-01-22,Tasikmalaya,1.244977802
2024-01-23,Tasikmalaya,24.66754818
2024-01-24,Tasikmalaya,10.16453004
2024-01-25,Tasikmalaya,5.762678862
2024-01-26,Tasikmalaya,7.933371305
2024-01-27,Tasikmalaya,24.8516922
2024-01-28,Tasikmalaya,16.08016634
2024-01-29,Tasikmalaya,16.45774841
2024-01-30,Tasikmalaya,58.39728355
2024-01-31,Tasikmalaya,12.94295597
2024-02-01,Tasikmalaya,7.348201275
2024-02-02,Tasikmalaya,5.441803336
2024-02-03,Tasikmalaya,10.24410582
2024-02-04,Tasikmalaya,57.82430077
2024-02-05,Tasikmalaya,36.54421806
2024-02-06,Tasikmalaya,25.30859756
2024-02-07,Tasikmalaya,0.0674368646
2024-02-08,Tasikmalaya,6.385362625
2024-02-09,Tasikmalaya,3.071607113
2024-02-10,Tasikmalaya,21.40172911
2024-02-11,Tasikmalaya,43.06989956
2024-02-12,Tasikmalaya,3.821053505
2024-02-13,Tasikmalaya,10.07536554
2024-02-14,Tasikmalaya,25.69526768
2024-02-15,Tasikmalaya,29.73338699
2024-02-16,Tasikmalaya,4.128881693
2024-02-17,Tasikmalaya,0.4028615803
2024-02-18,Tasikmalaya,0
2024-02-19,Tasikmalaya,22.59485435
2024-02-20,Tasikmalaya,20.33914804
2024-02-21,Tasikmalaya,4.202669621
2024-02-22,Tasikmalaya,0.1722988151
2024-02-23,Tasikmalaya,9.312034607
2024-02-24,Tasikmalaya,34.20547485
2024-02-25,Tasikmalaya,65.0850563
2024-02-26,Tasikmalaya,11.82318306
2024-02-27,Tasikmalaya,1.047199219
2024-02-28,Tasikmalaya,13.34706402
2024-02-29,Tasikmalaya,98.27863312
2024-03-01,Tasikmalaya,1.901525438
2024-03-02,Tasikmalaya,72.22504234
2024-03-03,Tasikmalaya,42.44410229
2024-03-04,Tasikmalaya,2.957321584
2024-03-05,Tasikmalaya,13.1129365
2024-03-06,Tasikmalaya,32.17624855
2024-03-07,Tasikmalaya,3.683724761
2024-03-08,Tasikmalaya,43.556036
2024-03-09,Tasikmalaya,14.08594894
2024-03-10,Tasikmalaya,2.72643131
2024-03-11,Tasikmalaya,7.253759623
2024-03-12,Tasikmalaya,1.55628866
2024-03-13,Tasikmalaya,18.11571836
2024-03-14,Tasikmalaya,14.2168479
2024-03-15,Tasikmalaya,1.449209154
2024-03-16,Tasikmalaya,11.72556639
2024-03-17,Tasikmalaya,3.42E-09
2024-03-18,Tasikmalaya,0
2024-03-19,Tasikmalaya,0
2024-03-20,Tasikmalaya,0.009920096258
2024-03-21,Tasikmalaya,0.1700926982
2024-03-22,Tasikmalaya,10.34869695
2024-03-23,Tasikmalaya,2.40E-07
2024-03-24,Tasikmalaya,0
2024-03-25,Tasikmalaya,9.860835314
2024-03-26,Tasikmalaya,3.620527983
2024-03-27,Tasikmalaya,3.65E-10
2024-03-28,Tasikmalaya,4.270215869
2024-03-29,Tasikmalaya,0.4429671317
2024-03-30,Tasikmalaya,0.03959998861
2024-03-31,Tasikmalaya,0
2024-04-01,Tasikmalaya,1.825639665
2024-04-02,Tasikmalaya,13.5356698
2024-04-03,Tasikmalaya,24.26223564
2024-04-04,Tasikmalaya,1.295704544
2024-04-05,Tasikmalaya,9.426572084
2024-04-06,Tasikmalaya,0.4940513223
2024-04-07,Tasikmalaya,0.0838682279
2024-04-08,Tasikmalaya,8.15087986
2024-04-09,Tasikmalaya,19.94672728
2024-04-10,Tasikmalaya,87.75234032
2024-04-11,Tasikmalaya,110.2476082
2024-04-12,Tasikmalaya,11.01773715
2024-04-13,Tasikmalaya,12.35552359
2024-04-14,Tasikmalaya,10.50008154
2024-04-15,Tasikmalaya,1.055937588
2024-04-16,Tasikmalaya,0
2024-04-17,Tasikmalaya,2.26E-09
2024-04-18,Tasikmalaya,0
2024-04-19,Tasikmalaya,0
2024-04-20,Tasikmalaya,28.48502827
2024-04-21,Tasikmalaya,60.34410095
2024-04-22,Tasikmalaya,22.04115343
2024-04-23,Tasikmalaya,45.05498314
2024-04-24,Tasikmalaya,23.16396761
2024-04-25,Tasikmalaya,94.17597198
2024-04-26,Tasikmalaya,6.002631426
2024-04-27,Tasikmalaya,5.062412024
2024-04-28,Tasikmalaya,2.125775993
2024-04-29,Tasikmalaya,0.001686932228
2024-04-30,Tasikmalaya,0
2024-05-01,Tasikmalaya,0.01595547935
2024-05-02,Tasikmalaya,0
2024-05-03,Tasikmalaya,0
2024-05-04,Tasikmalaya,0.9362740517
2024-05-05,Tasikmalaya,0.02310163295
2024-05-06,Tasikmalaya,0
2024-05-07,Tasikmalaya,0
2024-05-08,Tasikmalaya,0
2024-05-09,Tasikmalaya,0
2024-05-10,Tasikmalaya,0
2024-05-11,Tasikmalaya,0
2024-05-12,Tasikmalaya,1.155947864
2024-05-13,Tasikmalaya,0
2024-05-14,Tasikmalaya,0.004546629614
2024-05-15,Tasikmalaya,0
2024-05-16,Tasikmalaya,0
2024-05-17,Tasikmalaya,0
2024-05-18,Tasikmalaya,0
2024-05-19,Tasikmalaya,0
2024-05-20,Tasikmalaya,0
2024-05-21,Tasikmalaya,0
2024-05-22,Tasikmalaya,0
2024-05-23,Tasikmalaya,0.1559736617
2024-05-24,Tasikmalaya,8.287570953
2024-05-25,Tasikmalaya,0
2024-05-26,Tasikmalaya,0
2024-05-27,Tasikmalaya,0
2024-05-28,Tasikmalaya,0
2024-05-29,Tasikmalaya,0
2024-05-30,Tasikmalaya,0
2024-05-31,Tasikmalaya,1.531310141
2024-06-01,Tasikmalaya,7.546299219
2024-06-02,Tasikmalaya,1.223284543
2024-06-03,Tasikmalaya,0
2024-06-04,Tasikmalaya,0
2024-06-05,Tasikmalaya,0
2024-06-06,Tasikmalaya,0
2024-06-07,Tasikmalaya,0
2024-06-08,Tasikmalaya,0
2024-06-09,Tasikmalaya,0
2024-06-10,Tasikmalaya,0
2024-06-11,Tasikmalaya,0
2024-06-12,Tasikmalaya,0
2024-06-13,Tasikmalaya,0
2024-06-14,Tasikmalaya,0
2024-06-15,Tasikmalaya,0
2024-06-16,Tasikmalaya,0
2024-06-17,Tasikmalaya,0
2024-06-18,Tasikmalaya,0
2024-06-19,Tasikmalaya,0
2024-06-20,Tasikmalaya,0
2024-06-21,Tasikmalaya,0
2024-06-22,Tasikmalaya,0
2024-06-23,Tasikmalaya,0
2024-06-24,Tasikmalaya,0
2024-06-25,Tasikmalaya,0
2024-06-26,Tasikmalaya,0
2024-06-27,Tasikmalaya,0
2024-06-28,Tasikmalaya,0
2024-06-29,Tasikmalaya,0
2024-06-30,Tasikmalaya,0
2024-07-01,Tasikmalaya,0
2024-07-02,Tasikmalaya,0
2024-07-03,Tasikmalaya,0
2024-07-04,Tasikmalaya,0
2024-07-05,Tasikmalaya,0
2024-07-06,Tasikmalaya,0
2024-07-07,Tasikmalaya,0
2024-07-08,Tasikmalaya,0
2024-07-09,Tasikmalaya,0
2024-07-10,Tasikmalaya,0
2024-07-11,Tasikmalaya,0
2024-07-12,Tasikmalaya,0
2024-07-13,Tasikmalaya,0
2024-07-14,Tasikmalaya,0
2024-07-15,Tasikmalaya,0
2024-07-16,Tasikmalaya,0
2024-07-17,Tasikmalaya,0
2024-07-18,Tasikmalaya,0
2024-07-19,Tasikmalaya,0
2024-07-20,Tasikmalaya,0
2024-07-21,Tasikmalaya,0
2024-07-22,Tasikmalaya,0
2024-07-23,Tasikmalaya,0
2024-07-24,Tasikmalaya,0
2024-07-25,Tasikmalaya,0
2024-07-26,Tasikmalaya,0
2024-07-27,Tasikmalaya,0
2024-07-28,Tasikmalaya,0
2024-07-29,Tasikmalaya,0
2024-07-30,Tasikmalaya,0
2024-07-31,Tasikmalaya,0
2024-08-01,Tasikmalaya,0
2024-08-02,Tasikmalaya,0
2024-08-03,Tasikmalaya,0
2024-08-04,Tasikmalaya,0
2024-08-05,Tasikmalaya,0
2024-08-06,Tasikmalaya,0
2024-08-07,Tasikmalaya,0
2024-08-08,Tasikmalaya,0
2024-08-09,Tasikmalaya,0
2024-08-10,Tasikmalaya,0
2024-08-11,Tasikmalaya,0
2024-08-12,Tasikmalaya,0
2024-08-13,Tasikmalaya,0
2024-08-14,Tasikmalaya,0
2024-08-15,Tasikmalaya,0
2024-08-16,Tasikmalaya,0
2024-08-17,Tasikmalaya,0
2024-08-18,Tasikmalaya,0
2024-08-19,Tasikmalaya,0
2024-08-20,Tasikmalaya,0
2024-08-21,Tasikmalaya,0
2024-08-22,Tasikmalaya,0
2024-08-23,Tasikmalaya,0
2024-08-24,Tasikmalaya,0
2024-08-25,Tasikmalaya,0
2024-08-26,Tasikmalaya,0
2024-08-27,Tasikmalaya,0
2024-08-28,Tasikmalaya,0
2024-08-29,Tasikmalaya,0
2024-08-30,Tasikmalaya,0
2024-08-31,Tasikmalaya,0
2024-09-01,Tasikmalaya,0
2024-09-02,Tasikmalaya,0
2024-09-03,Tasikmalaya,0
2024-09-04,Tasikmalaya,0
2024-09-05,Tasikmalaya,0
2024-09-06,Tasikmalaya,0
2024-09-07,Tasikmalaya,0
2024-09-08,Tasikmalaya,0
2024-09-09,Tasikmalaya,0
2024-09-10,Tasikmalaya,0
2024-09-11,Tasikmalaya,0
2024-09-12,Tasikmalaya,0
2024-09-13,Tasikmalaya,0
2024-09-14,Tasikmalaya,0
2024-09-15,Tasikmalaya,0
2024-09-16,Tasikmalaya,0
2024-09-17,Tasikmalaya,0
2024-09-18,Tasikmalaya,0
2024-09-19,Tasikmalaya,0
2024-09-20,Tasikmalaya,0
2024-09-21,Tasikmalaya,0
2024-09-22,Tasikmalaya,0
2024-09-23,Tasikmalaya,0
2024-09-24,Tasikmalaya,0
2024-09-25,Tasikmalaya,0
2024-09-26,Tasikmalaya,0
2024-09-27,Tasikmalaya,0
2024-09-28,Tasikmalaya,0
2024-09-29,Tasikmalaya,0
2024-09-30,Tasikmalaya,0
2024-10-01,Tasikmalaya,0
2024-10-02,Tasikmalaya,0
2024-10-03,Tasikmalaya,0
2024-10-04,Tasikmalaya,0
2024-10-05,Tasikmalaya,0
2024-10-06,Tasikmalaya,0
2024-10-07,Tasikmalaya,0
2024-10-08,Tasikmalaya,0
2024-10-09,Tasikmalaya,0
2024-10-10,Tasikmalaya,0
2024-10-11,Tasikmalaya,0
2024-10-12,Tasikmalaya,0
2024-10-13,Tasikmalaya,0
2024-10-14,Tasikmalaya,0
2024-10-15,Tasikmalaya,0
2024-10-16,Tasikmalaya,0
2024-10-17,Tasikmalaya,0
2024-10-18,Tasikmalaya,0
2024-10-19,Tasikmalaya,0
2024-10-20,Tasikmalaya,0
2024-10-21,Tasikmalaya,0
2024-10-22,Tasikmalaya,0
2024-10-23,Tasikmalaya,0
2024-10-24,Tasikmalaya,0
2024-10-25,Tasikmalaya,0
2024-10-26,Tasikmalaya,0
2024-10-27,Tasikmalaya,0
2024-10-28,Tasikmalaya,0
2024-10-29,Tasikmalaya,0
2024-10-30,Tasikmalaya,0
2024-10-31,Tasikmalaya,0
2024-11-01,Tasikmalaya,0
2024-11-02,Tasikmalaya,0
2024-11-03,Tasikmalaya,0
2024-11-04,Tasikmalaya,0
2024-11-05,Tasikmalaya,0
2024-11-06,Tasikmalaya,0
2024-11-07,Tasikmalaya,0
2024-11-08,Tasikmalaya,0
2024-11-09,Tasikmalaya,0
2024-11-10,Tasikmalaya,0
2024-11-11,Tasikmalaya,0
2024-11-12,Tasikmalaya,0
2024-11-13,Tasikmalaya,0
2024-11-14,Tasikmalaya,0
2024-11-15,Tasikmalaya,0
2024-11-16,Tasikmalaya,0
2024-11-17,Tasikmalaya,0
2024-11-18,Tasikmalaya,0
2024-11-19,Tasikmalaya,0
2024-11-20,Tasikmalaya,0
2024-11-21,Tasikmalaya,0
2024-11-22,Tasikmalaya,0
2024-11-23,Tasikmalaya,0
2024-11-24,Tasikmalaya,0
2024-11-25,Tasikmalaya,0
2024-11-26,Tasikmalaya,0
2024-11-27,Tasikmalaya,0
2024-11-28,Tasikmalaya,0
2024-11-29,Tasikmalaya,0
2024-11-30,Tasikmalaya,0
2024-12-01,Tasikmalaya,0
2024-12-02,Tasikmalaya,0
2024-12-03,Tasikmalaya,0
2024-12-04,Tasikmalaya,0
2024-12-05,Tasikmalaya,0
2024-12-06,Tasikmalaya,0
2024-12-07,Tasikmalaya,0
2024-12-08,Tasikmalaya,0
2024-12-09,Tasikmalaya,0
2024-12-10,Tasikmalaya,0
2024-12-11,Tasikmalaya,0
2024-12-12,Tasikmalaya,0
2024-12-13,Tasikmalaya,0
2024-12-14,Tasikmalaya,0
2024-12-15,Tasikmalaya,0
2024-12-16,Tasikmalaya,0
2024-12-17,Tasikmalaya,0
2024-12-18,Tasikmalaya,0
2024-12-19,Tasikmalaya,0
2024-12-20,Tasikmalaya,0
2024-12-21,Tasikmalaya,0
2024-12-22,Tasikmalaya,0
2024-12-23,Tasikmalaya,0
2024-12-24,Tasikmalaya,0
2024-12-25,Tasikmalaya,0
2024-12-26,Tasikmalaya,0
2024-12-27,Tasikmalaya,0
2024-12-28,Tasikmalaya,0
2024-12-29,Tasikmalaya,0
2024-12-30,Tasikmalaya,0
2024-12-31,Tasikmalaya,0
2025-01-01,Tasikmalaya,0
2025-01-02,Tasikmalaya,0
2025-01-03,Tasikmalaya,0
2025-01-04,Tasikmalaya,0
2025-01-05,Tasikmalaya,0
2025-01-06,Tasikmalaya,0
2025-01-07,Tasikmalaya,0
2025-01-08,Tasikmalaya,0
2025-01-09,Tasikmalaya,0
2025-01-10,Tasikmalaya,0
2025-01-11,Tasikmalaya,0
2025-01-12,Tasikmalaya,0
2025-01-13,Tasikmalaya,0
2025-01-14,Tasikmalaya,0
2025-01-15,Tasikmalaya,0
2025-01-16,Tasikmalaya,0
2025-01-17,Tasikmalaya,0
2025-01-18,Tasikmalaya,0
2025-01-19,Tasikmalaya,0
2025-01-20,Tasikmalaya,0
2025-01-21,Tasikmalaya,0
2025-01-22,Tasikmalaya,0
2025-01-23,Tasikmalaya,0
2025-01-24,Tasikmalaya,0
2025-01-25,Tasikmalaya,0
2025-01-26,Tasikmalaya,0
2025-01-27,Tasikmalaya,0
2025-01-28,Tasikmalaya,0
2025-01-29,Tasikmalaya,0
2025-01-30,Tasikmalaya,0
2025-01-31,Tasikmalaya,0
2025-02-01,Tasikmalaya,0
2025-02-02,Tasikmalaya,0
2025-02-03,Tasikmalaya,0
2025-02-04,Tasikmalaya,0
2025-02-05,Tasikmalaya,0
2025-02-06,Tasikmalaya,0
2025-02-07,Tasikmalaya,0
2025-02-08,Tasikmalaya,0
2025-02-09,Tasikmalaya,0
2025-02-10,Tasikmalaya,0
2025-02-11,Tasikmalaya,0
2025-02-12,Tasikmalaya,0
2025-02-13,Tasikmalaya,0
2025-02-14,Tasikmalaya,0
2025-02-15,Tasikmalaya,0
2025-02-16,Tasikmalaya,0
2025-02-17,Tasikmalaya,0
2025-02-18,Tasikmalaya,0
2025-02-19,Tasikmalaya,0
2025-02-20,Tasikmalaya,0
2025-02-21,Tasikmalaya,0
2025-02-22,Tasikmalaya,0
2025-02-23,Tasikmalaya,0
2025-02-24,Tasikmalaya,0
2025-02-25,Tasikmalaya,0
2025-02-26,Tasikmalaya,0
2025-02-27,Tasikmalaya,0
2025-02-28,Tasikmalaya,0
2025-03-01,Tasikmalaya,0
2025-03-02,Tasikmalaya,0
2025-03-03,Tasikmalaya,0
2025-03-04,Tasikmalaya,0
2025-03-05,Tasikmalaya,0
2025-03-06,Tasikmalaya,0
2025-03-07,Tasikmalaya,0
2025-03-08,Tasikmalaya,0
2025-03-09,Tasikmalaya,0
2025-03-10,Tasikmalaya,0
2025-03-11,Tasikmalaya,0
2025-03-12,Tasikmalaya,0
2025-03-13,Tasikmalaya,0
2025-03-14,Tasikmalaya,0
2025-03-15,Tasikmalaya,0
2025-03-16,Tasikmalaya,0
2025-03-17,Tasikmalaya,0
2025-03-18,Tasikmalaya,0
2025-03-19,Tasikmalaya,0
2025-03-20,Tasikmalaya,0
2025-03-21,Tasikmalaya,0
2025-03-22,Tasikmalaya,0
2025-03-23,Tasikmalaya,0
2025-03-24,Tasikmalaya,0
2025-03-25,Tasikmalaya,0
2025-03-26,Tasikmalaya,0
2025-03-27,Tasikmalaya,0
2025-03-28,Tasikmalaya,0
2025-03-29,Tasikmalaya,0
2025-03-30,Tasikmalaya,0
2025-03-31,Tasikmalaya,0
2025-04-01,Tasikmalaya,0
2025-04-02,Tasikmalaya,0
2025-04-03,Tasikmalaya,0
2025-04-04,Tasikmalaya,0
2025-04-05,Tasikmalaya,0
2025-04-06,Tasikmalaya,0
2025-04-07,Tasikmalaya,0
2025-04-08,Tasikmalaya,0
2025-04-09,Tasikmalaya,0
2025-04-10,Tasikmalaya,0
2025-04-11,Tasikmalaya,0
2025-04-12,Tasikmalaya,0
2025-04-13,Tasikmalaya,0
2025-04-14,Tasikmalaya,0
2025-04-15,Tasikmalaya,0
2025-04-16,Tasikmalaya,0
2025-04-17,Tasikmalaya,0
2025-04-18,Tasikmalaya,0
2025-04-19,Tasikmalaya,0
2025-04-20,Tasikmalaya,0
2025-04-21,Tasikmalaya,0
2025-04-22,Tasikmalaya,0
2025-04-23,Tasikmalaya,0
2025-04-24,Tasikmalaya,0
2025-04-25,Tasikmalaya,0
2025-04-26,Tasikmalaya,0
2025-04-27,Tasikmalaya,0
2025-04-28,Tasikmalaya,0
2025-04-29,Tasikmalaya,0
2025-04-30,Tasikmalaya,0
2025-05-01,Tasikmalaya,0
2025-05-02,Tasikmalaya,0
2025-05-03,Tasikmalaya,0
2025-05-04,Tasikmalaya,0
2025-05-05,Tasikmalaya,0
2025-05-06,Tasikmalaya,0
2025-05-07,Tasikmalaya,0
2025-05-08,Tasikmalaya,0
2025-05-09,Tasikmalaya,0
2025-05-10,Tasikmalaya,0
2025-05-11,Tasikmalaya,0
2025-05-12,Tasikmalaya,0
2025-05-13,Tasikmalaya,0
2025-05-14,Tasikmalaya,0
2025-05-15,Tasikmalaya,0
2025-05-16,Tasikmalaya,0
2025-05-17,Tasikmalaya,0
2025-05-18,Tasikmalaya,0
2025-05-19,Tasikmalaya,0
2025-05-20,Tasikmalaya,0
2025-05-21,Tasikmalaya,0
2025-05-22,Tasikmalaya,0
2025-05-23,Tasikmalaya,0
2025-05-24,Tasikmalaya,0
2025-05-25,Tasikmalaya,0
2025-05-26,Tasikmalaya,0
2025-05-27,Tasikmalaya,0
2025-05-28,Tasikmalaya,0
2025-05-29,Tasikmalaya,0
2025-05-30,Tasikmalaya,0
2025-05-31,Tasikmalaya,0
2025-06-01,Tasikmalaya,0
2025-06-02,Tasikmalaya,0
2025-06-03,Tasikmalaya,0
2025-06-04,Tasikmalaya,0
2025-06-05,Tasikmalaya,0
2025-06-06,Tasikmalaya,0
2025-06-07,Tasikmalaya,0
2025-06-08,Tasikmalaya,0
2025-06-09,Tasikmalaya,0
2025-06-10,Tasikmalaya,0
2025-06-11,Tasikmalaya,0
2025-06-12,Tasikmalaya,0
2025-06-13,Tasikmalaya,0
2025-06-14,Tasikmalaya,0
2025-06-15,Tasikmalaya,0
2025-06-16,Tasikmalaya,0
2025-06-17,Tasikmalaya,0
2025-06-18,Tasikmalaya,0
2025-06-19,Tasikmalaya,0
2025-06-20,Tasikmalaya,0
2025-06-21,Tasikmalaya,0
2025-06-22,Tasikmalaya,0
2025-06-23,Tasikmalaya,0
2025-06-24,Tasikmalaya,0
2025-06-25,Tasikmalaya,0
2025-06-26,Tasikmalaya,0
2025-06-27,Tasikmalaya,0
2025-06-28,Tasikmalaya,0
2025-06-29,Tasikmalaya,0
2025-06-30,Tasikmalaya,0
2025-07-01,Tasikmalaya,0
2025-07-02,Tasikmalaya,0
2025-07-03,Tasikmalaya,0
2025-07-04,Tasikmalaya,0
2025-07-05,Tasikmalaya,0
2025-07-06,Tasikmalaya,0
2025-07-07,Tasikmalaya,0
2025-07-08,Tasikmalaya,0
2025-07-09,Tasikmalaya,0
2025-07-10,Tasikmalaya,0
2025-07-11,Tasikmalaya,0
2025-07-12,Tasikmalaya,0
2025-07-13,Tasikmalaya,0
2025-07-14,Tasikmalaya,0
2025-07-15,Tasikmalaya,0
2025-07-16,Tasikmalaya,0
2025-07-17,Tasikmalaya,0
2025-07-18,Tasikmalaya,0
2025-07-19,Tasikmalaya,0
2025-07-20,Tasikmalaya,0
2025-07-21,Tasikmalaya,0
2025-07-22,Tasikmalaya,0
2025-07-23,Tasikmalaya,0
2025-07-24,Tasikmalaya,0
2025-07-25,Tasikmalaya,0
2025-07-26,Tasikmalaya,0
2025-07-27,Tasikmalaya,0
2025-07-28,Tasikmalaya,0
2025-07-29,Tasikmalaya,0
2025-07-30,Tasikmalaya,0
2025-07-31,Tasikmalaya,0
2025-08-01,Tasikmalaya,0
2025-08-02,Tasikmalaya,0
2025-08-03,Tasikmalaya,0
2025-08-04,Tasikmalaya,0
2025-08-05,Tasikmalaya,0
2025-08-06,Tasikmalaya,0
2025-08-07,Tasikmalaya,0
2025-08-08,Tasikmalaya,0
2025-08-09,Tasikmalaya,0
2025-08-10,Tasikmalaya,0
2025-08-11,Tasikmalaya,0
2025-08-12,Tasikmalaya,0
2025-08-13,Tasikmalaya,0
2025-08-14,Tasikmalaya,0
2025-08-15,Tasikmalaya,0
2025-08-16,Tasikmalaya,0
2025-08-17,Tasikmalaya,0
2025-08-18,Tasikmalaya,0
2025-08-19,Tasikmalaya,0
2025-08-20,Tasikmalaya,0
2025-08-21,Tasikmalaya,0
2025-08-22,Tasikmalaya,0
2025-08-23,Tasikmalaya,0
2025-08-24,Tasikmalaya,0
2025-08-25,Tasikmalaya,0
2025-08-26,Tasikmalaya,0
2025-08-27,Tasikmalaya,0
2025-08-28,Tasikmalaya,0
2025-08-29,Tasikmalaya,0
2025-08-30,Tasikmalaya,0
2025-08-31,Tasikmalaya,0
2025-09-01,Tasikmalaya,0
2025-09-02,Tasikmalaya,0
2025-09-03,Tasikmalaya,0
2025-09-04,Tasikmalaya,0
2025-09-05,Tasikmalaya,0
2025-09-06,Tasikmalaya,0
2025-09-07,Tasikmalaya,0
2025-09-08,Tasikmalaya,0
2025-09-09,Tasikmalaya,0
2025-09-10,Tasikmalaya,0
2025-09-11,Tasikmalaya,0
2025-09-12,Tasikmalaya,0
2025-09-13,Tasikmalaya,0
2025-09-14,Tasikmalaya,0
2025-09-15,Tasikmalaya,0
2025-09-16,Tasikmalaya,0
2025-09-17,Tasikmalaya,0
2025-09-18,Tasikmalaya,0
2025-09-19,Tasikmalaya,0
2025-09-20,Tasikmalaya,0
2025-09-21,Tasikmalaya,0
2025-09-22,Tasikmalaya,0
2025-09-23,Tasikmalaya,0
2025-09-24,Tasikmalaya,0
2025-09-25,Tasikmalaya,0
2025-09-26,Tasikmalaya,0
2025-09-27,Tasikmalaya,0
2025-09-28,Tasikmalaya,0
2025-09-29,Tasikmalaya,0
2025-09-30,Tasikmalaya,0
2025-10-01,Tasikmalaya,0
2025-10-02,Tasikmalaya,0
2025-10-03,Tasikmalaya,0
2025-10-04,Tasikmalaya,0
2025-10-05,Tasikmalaya,0
2025-10-06,Tasikmalaya,0
2025-10-07,Tasikmalaya,0
2025-10-08,Tasikmalaya,0
2025-10-09,Tasikmalaya,0
2025-10-10,Tasikmalaya,0
2025-10-11,Tasikmalaya,0
2025-10-12,Tasikmalaya,0
2025-10-13,Tasikmalaya,0
2025-10-14,Tasikmalaya,0
2025-10-15,Tasikmalaya,0
2025-10-16,Tasikmalaya,0
2025-10-17,Tasikmalaya,0
2025-10-18,Tasikmalaya,0
2025-10-19,Tasikmalaya,0
2025-10-20,Tasikmalaya,0
2025-10-21,Tasikmalaya,0
2025-10-22,Tasikmalaya,0
2025-10-23,Tasikmalaya,0
2025-10-24,Tasikmalaya,0
2025-10-25,Tasikmalaya,0
2025-10-26,Tasikmalaya,0
2025-10-27,Tasikmalaya,0
2025-10-28,Tasikmalaya,0
2025-10-29,Tasikmalaya,0
2025-10-30,Tasikmalaya,0
2025-10-31,Tasikmalaya,0
2025-11-01,Tasikmalaya,0
2025-11-02,Tasikmalaya,0
2025-11-03,Tasikmalaya,0
2025-11-04,Tasikmalaya,0
2025-11-05,Tasikmalaya,0
2025-11-06,Tasikmalaya,0
2025-11-07,Tasikmalaya,0
2025-11-08,Tasikmalaya,0
2025-11-09,Tasikmalaya,0
2025-11-10,Tasikmalaya,0
2025-11-11,Tasikmalaya,0
2025-11-12,Tasikmalaya,0
2025-11-13,Tasikmalaya,0
2025-11-14,Tasikmalaya,0
2025-11-15,Tasikmalaya,0
2025-11-16,Tasikmalaya,0
2025-11-17,Tasikmalaya,0
2025-11-18,Tasikmalaya,0
2025-11-19,Tasikmalaya,0
2025-11-20,Tasikmalaya,0
2025-11-21,Tasikmalaya,0
2025-11-22,Tasikmalaya,0
2025-11-23,Tasikmalaya,0
2025-11-24,Tasikmalaya,0
2025-11-25,Tasikmalaya,0
2025-11-26,Tasikmalaya,0
2025-11-27,Tasikmalaya,0
2025-11-28,Tasikmalaya,0
2025-11-29,Tasikmalaya,0
2025-11-30,Tasikmalaya,0
2025-12-01,Tasikmalaya,0
2025-12-02,Tasikmalaya,0
2025-12-03,Tasikmalaya,0
2025-12-04,Tasikmalaya,0
2025-12-05,Tasikmalaya,0
2025-12-06,Tasikmalaya,0
2025-12-07,Tasikmalaya,0
2025-12-08,Tasikmalaya,0
2025-12-09,Tasikmalaya,0
2025-12-10,Tasikmalaya,0
2025-12-11,Tasikmalaya,0
2025-12-12,Tasikmalaya,0
2025-12-13,Tasikmalaya,0
2025-12-14,Tasikmalaya,0
2025-12-15,Tasikmalaya,0
2025-12-16,Tasikmalaya,0
2025-12-17,Tasikmalaya,0
2025-12-18,Tasikmalaya,0
2025-12-19,Tasikmalaya,0
2025-12-20,Tasikmalaya,0
2025-12-21,Tasikmalaya,0
2025-12-22,Tasikmalaya,0
2025-12-23,Tasikmalaya,0
2025-12-24,Tasikmalaya,0
