Month_Index,Kabupaten,NDVI,SoilMoisture_acc,Elevation_m
76,Kota Banjar,0.1828612834,0.4223290682,40
77,Kota Banjar,0.09201090038,0.4195263684,40
78,Kota Banjar,0.06907908618,0.3988036513,40
79,Kota Banjar,0.3756935298,0.3530003726,40
80,Kota Banjar,0.1976602823,0.3292614818,40
81,Kota Banjar,0.1728446335,0.4062003791,40
82,Kota Banjar,0.04926125705,0.4295946658,40
83,Kota Banjar,0.181543231,0.4313126802,40
84,Kota Banjar,0.3030606508,0.4318467975,40
85,Kota Banjar,0.2188419998,0.4347057939,40
86,Kota Banjar,0.2851965129,0.4302858412,40
87,Kota Banjar,0.1929325461,0.42273283,40
88,Kota Banjar,0.2624532878,0.3960487247,40
89,Kota Banjar,0.3960096836,0.4082989693,40
90,Kota Banjar,0.4279889166,0.399920404,40
91,Kota Banjar,0.2174147218,0.3724218905,40
92,Kota Banjar,0.02748780325,0.3717035651,40
93,Kota Banjar,0.1636181027,0.3757939041,40
94,Kota Banjar,0.1010485142,0.4329078197,40
95,Kota Banjar,0.3671032488,0.4291519225,40
96,Kota Banjar,0.2006900162,0.4304629266,40
97,Kota Banjar,0.1063209772,0.4306939542,40
98,Kota Banjar,0.2218114287,0.4324840009,40
99,Kota Banjar,0.4197762609,0.4293977916,40
100,Kota Banjar,0.3597576916,0.4268635809,40
101,Kota Banjar,0.322671771,0.4282440841,40
102,Kota Banjar,0.4322609901,0.4182666242,40
103,Kota Banjar,0.2621424198,0.4067115486,40
104,Kota Banjar,0.403701663,0.4214085042,40
105,Kota Banjar,0.09133664519,0.4306635857,40
106,Kota Banjar,0.3110218644,0.430231303,40
107,Kota Banjar,0.208225891,0.4288649261,40
108,Kota Banjar,0.2213928699,0.4299450517,40
109,Kota Banjar,0.4060335159,0.4307824969,40
110,Kota Banjar,0.3752399981,0.4278235734,40
111,Kota Banjar,0.1718044579,0.4311850369,40
112,Kota Banjar,0.2951562107,0.4134480655,40
113,Kota Banjar,0.08279471099,0.3826947808,40
114,Kota Banjar,0.1623749435,0.3601987064,40
115,Kota Banjar,0.1864368916,0.2984192073,40
116,Kota Banjar,0.3373603821,0.224857688,40
117,Kota Banjar,0.2747882307,0.2243976146,40
118,Kota Banjar,0.07293569297,0.3310124278,40
119,Kota Banjar,0.1421722919,0.3365537524,40
120,Kota Banjar,0.3294249475,0.4142214358,40
121,Kota Banjar,0.2120980322,0.4314605594,40
122,Kota Banjar,0.2596403956,0.4254252613,40
123,Kota Banjar,0.3956827521,0.430054009,40
124,Kota Banjar,0.380186677,0.3985191882,40
125,Kota Banjar,0.3088485599,0.3889110386,40
126,Kota Banjar,0.3778833747,0.3792543411,40
127,Kota Banjar,0.3362728953,0.2994364202,40
128,Kota Banjar,0.1837894171,0.3416363895,40
129,Kota Banjar,0.1100362018,0.3315737844,40
130,Kota Banjar,0.3380967379,0.4236495197,40
131,Kota Banjar,0.2350053191,0.4314478636,40
132,Kota Banjar,0.2004131973,0.4330887496,40
133,Kota Banjar,0.2466325164,0.4318284094,40
134,Kota Banjar,0.4007719159,0.4286677241,40
135,Kota Banjar,0.2317000031,0.4277683794,40
136,Kota Banjar,0.3876731694,0.4288923442,40
137,Kota Banjar,0.4142597914,0.4196517766,40
138,Kota Banjar,0.4058009982,0.4139879048,40
139,Kota Banjar,0.1245767325,0.4167740643,40
140,Kota Banjar,0.1221925542,0.407091409,40
141,Kota Banjar,0.1344402879,0.428172648,40
142,Kota Banjar,0.4048908949,0.4309536517,40
143,Kota Banjar,0.2283727229,0.4309845269,40
0,Bekasi,0,0.4361337423,11
1,Bekasi,0.09153072536,0.4309356213,11
2,Bekasi,0.1459136307,0.4243399501,11
3,Bekasi,0.3126323819,0.4239106774,11
4,Bekasi,0.1655920595,0.4152897298,11
5,Bekasi,0.2129316181,0.4140933454,11
6,Bekasi,0.1103872061,0.4113909602,11
7,Bekasi,0.08606760949,0.3736010492,11
8,Bekasi,0.1894067526,0.2491390556,11
9,Bekasi,0.2440555394,0.2236259878,11
10,Bekasi,0.1214415282,0.3302792013,11
11,Bekasi,0.1470134407,0.4179332554,11
12,Bekasi,0.08653715998,0.4196783006,11
13,Bekasi,0.02293942496,0.4278184175,11
14,Bekasi,0.2726572752,0.4235050082,11
15,Bekasi,0.2745415866,0.4194914699,11
16,Bekasi,0.2410885096,0.3917379081,11
17,Bekasi,0.1100052819,0.329898864,11
18,Bekasi,0.07437647879,0.2410799861,11
19,Bekasi,0.1022866666,0.2224871218,11
20,Bekasi,0.2492893785,0.1732390523,11
21,Bekasi,0.2986052036,0.1850375235,11
22,Bekasi,0.2430821657,0.2891646326,11
23,Bekasi,0.1782377064,0.362744689,11
24,Bekasi,0.07885204256,0.3852984607,11
25,Bekasi,0.03691720217,0.4288989902,11
26,Bekasi,0.0678980723,0.4251480103,11
27,Bekasi,0.2988051474,0.4241576493,11
28,Bekasi,0.3439410627,0.4223119617,11
29,Bekasi,0.2003521621,0.4216078818,11
30,Bekasi,0.2726011574,0.4187636673,11
31,Bekasi,0.1529660225,0.408896476,11
32,Bekasi,0.09456782788,0.4042326808,11
33,Bekasi,0.1230868325,0.4271205068,11
34,Bekasi,0.167258352,0.4335404038,11
35,Bekasi,0.07931727916,0.4114517272,11
36,Bekasi,0.1585052013,0.4192229807,11
37,Bekasi,0.1413151622,0.4292680621,11
38,Bekasi,0.1093984917,0.4212580323,11
39,Bekasi,0.3176563084,0.4226043224,11
40,Bekasi,0.3426952362,0.4087617397,11
41,Bekasi,0.1529710442,0.3997631073,11
42,Bekasi,0.1554922909,0.3926101327,11
43,Bekasi,0.1005741432,0.3187846839,11
44,Bekasi,0.1470939666,0.2180900127,11
45,Bekasi,0.341683358,0.3629728854,11
46,Bekasi,0.236575678,0.3979437351,11
47,Bekasi,0.09360703826,0.4219907522,11
48,Bekasi,0.08092778921,0.4202612638,11
49,Bekasi,0.02108438686,0.4282700419,11
50,Bekasi,0.213091746,0.4234222472,11
51,Bekasi,0.3417885303,0.4055480361,11
52,Bekasi,0.2120020241,0.3877766132,11
53,Bekasi,0.1675414592,0.3493774235,11
54,Bekasi,0.1382751018,0.2888196111,11
55,Bekasi,0.03360931203,0.2195132226,11
56,Bekasi,0.2095047534,0.2076332271,11
57,Bekasi,0.2232617885,0.2284402251,11
58,Bekasi,0.1792226732,0.3607404828,11
59,Bekasi,0.1590582281,0.4002072215,11
60,Bekasi,0.02133794688,0.3970097899,11
61,Bekasi,-0.007528817747,0.4248899817,11
62,Bekasi,0.06610857695,0.4244845212,11
63,Bekasi,0.01453166455,0.4205749631,11
64,Bekasi,0.194610253,0.4045242071,11
65,Bekasi,0.1526633799,0.3448522091,11
66,Bekasi,0.1769112498,0.240653038,11
67,Bekasi,0.1385258883,0.2070464641,11
68,Bekasi,0.1793889701,0.1753716171,11
69,Bekasi,0.08499216288,0.1871463954,11
70,Bekasi,0.01741490513,0.2393577546,11
71,Bekasi,0.004447472282,0.3499997854,11
72,Bekasi,0.2550795674,0.4084198177,11
73,Bekasi,0.0376297757,0.4319957197,11
74,Bekasi,0.1116727516,0.4247341156,11
75,Bekasi,0.1627931297,0.4211266041,11
76,Bekasi,0.3670504689,0.4224183559,11
77,Bekasi,0.2664848268,0.4050499499,11
78,Bekasi,0.1358466744,0.3795304298,11
79,Bekasi,0.2037039697,0.30336532,11
80,Bekasi,0.2372059673,0.289780736,11
81,Bekasi,0.2421946526,0.3570265472,11
82,Bekasi,0.2253689319,0.3962197602,11
83,Bekasi,0.1757690459,0.4204893112,11
84,Bekasi,0.1835879982,0.4261392355,11
85,Bekasi,0.1584758759,0.4327810407,11
86,Bekasi,0.179286778,0.4211602509,11
87,Bekasi,0.2541722953,0.4135009944,11
88,Bekasi,0.2286660969,0.4036619663,11
89,Bekasi,0.2373883128,0.3980481923,11
90,Bekasi,0.1567739993,0.3959107995,11
91,Bekasi,0.2262539268,0.355696708,11
92,Bekasi,0.3722131848,0.3071454167,11
93,Bekasi,0.007856823504,0.3392897248,11
94,Bekasi,0.1922638565,0.427359283,11
95,Bekasi,0.03635549545,0.4219726622,11
96,Bekasi,0.08980123699,0.4236909449,11
97,Bekasi,0.103571035,0.4254424572,11
98,Bekasi,0.1016686112,0.4218647778,11
99,Bekasi,0.1457256973,0.4154049754,11
100,Bekasi,0.1130423173,0.4243279099,11
101,Bekasi,0,0.4202821851,11
102,Bekasi,0.1138379425,0.4004535973,11
103,Bekasi,0.09956084192,0.3761428595,11
104,Bekasi,0.1071552783,0.3891937137,11
105,Bekasi,0.04393864796,0.4202685356,11
106,Bekasi,0.0420999527,0.4262981117,11
107,Bekasi,0.05014291778,0.4214985371,11
108,Bekasi,0.1519723535,0.4174854457,11
109,Bekasi,0.07214850932,0.4271349609,11
110,Bekasi,0.08328142762,0.4188317657,11
111,Bekasi,0.1064884663,0.4145871401,11
112,Bekasi,0.05773636699,0.4071213901,11
113,Bekasi,0.1152992323,0.3760785162,11
114,Bekasi,0.09816714376,0.353330344,11
115,Bekasi,0.08231467754,0.2650934756,11
116,Bekasi,0.08568512648,0.1992502064,11
117,Bekasi,0.0655970946,0.1920916438,11
118,Bekasi,0.1109100431,0.3295298219,11
119,Bekasi,0.1275227219,0.3425693214,11
120,Bekasi,0,0.3981692493,11
121,Bekasi,0.07294227928,0.4234220982,11
122,Bekasi,-0.01273830608,0.4192196429,11
123,Bekasi,0.1244928762,0.422593385,11
124,Bekasi,0.1298747808,0.3942431808,11
125,Bekasi,0.09909816086,0.3742781579,11
126,Bekasi,0.04202531278,0.3508391678,11
127,Bekasi,0.1111385748,0.2548578382,11
128,Bekasi,0.03363516182,0.2667326629,11
129,Bekasi,0.1032907814,0.2836725712,11
130,Bekasi,0.114389509,0.3878743351,11
131,Bekasi,0.02042806894,0.4251456261,11
132,Bekasi,0,0.425540626,11
133,Bekasi,0.1187799051,0.426222384,11
134,Bekasi,0.2023967206,0.4213986695,11
135,Bekasi,0.102022171,0.4225913584,11
136,Bekasi,0.1092172638,0.4216046333,11
137,Bekasi,0.1282839179,0.417914778,11
138,Bekasi,0.1303267479,0.4125423133,11
139,Bekasi,0.1132678911,0.4040482044,11
140,Bekasi,0.07327674329,0.3818861544,11
141,Bekasi,0.03944183141,0.3920843899,11
142,Bekasi,0.09464707226,0.4192961156,11
143,Bekasi,0.1324759275,0.4224050045,11
0,Bogor,0,0.4378825724,194
1,Bogor,0.08863858134,0.4321683049,194
2,Bogor,0.1305127144,0.4324071407,194
3,Bogor,0.1314679235,0.4363868535,194
4,Bogor,0.1167900041,0.4298557341,194
5,Bogor,0.1220903322,0.425745666,194
6,Bogor,0.05369793996,0.4196582437,194
7,Bogor,0.09353813529,0.4116555452,194
8,Bogor,0.09620569646,0.3595044911,194
9,Bogor,0.1145189255,0.3490767777,194
10,Bogor,0.233495459,0.4167477489,194
11,Bogor,0.04193579778,0.4334129691,194
12,Bogor,-0.001965537434,0.4236676395,194
13,Bogor,0.07739650458,0.4332222939,194
14,Bogor,0.1751520187,0.4293119013,194
15,Bogor,0.08175848424,0.4288464487,194
16,Bogor,0.1876908094,0.4177017808,194
17,Bogor,0.1135105342,0.4041060209,194
18,Bogor,0.1084625348,0.30997926,194
19,Bogor,0.1038931757,0.3145059943,194
20,Bogor,0.101586923,0.2786276639,194
21,Bogor,0.1161167696,0.2748478353,194
22,Bogor,0.1299915314,0.3768897057,194
23,Bogor,0.1151904762,0.4287876785,194
24,Bogor,0.05676430091,0.4279226959,194
25,Bogor,0.08482619375,0.4344266057,194
26,Bogor,0.1581362784,0.4312167764,194
27,Bogor,0.131493032,0.4367099106,194
28,Bogor,0.09503975511,0.4308123589,194
29,Bogor,0.1509812921,0.4280718863,194
30,Bogor,0.1073510647,0.4265777767,194
31,Bogor,0.09473226219,0.4201887846,194
32,Bogor,0.09906746447,0.4343000054,194
33,Bogor,0.1206703559,0.435120821,194
34,Bogor,0.1318926215,0.4416211545,194
35,Bogor,0.0790540427,0.4184909463,194
36,Bogor,0.0959071666,0.4263518453,194
37,Bogor,0.1772893369,0.4312852621,194
38,Bogor,0.1013806462,0.4286797643,194
39,Bogor,0.1090627089,0.4327279329,194
40,Bogor,0.1051853895,0.4158798456,194
41,Bogor,0.09918191284,0.4230591655,194
42,Bogor,0.05526523665,0.4201512635,194
43,Bogor,0.1419588476,0.3993066549,194
44,Bogor,0.1043701097,0.3844290078,194
45,Bogor,0.1198290139,0.4325736165,194
46,Bogor,0.1086673141,0.4313991666,194
47,Bogor,0.08624097705,0.4257757962,194
48,Bogor,0.07737609744,0.4267137647,194
49,Bogor,0.02866746858,0.4291402698,194
50,Bogor,0.1164430603,0.4281643033,194
51,Bogor,0.1203239113,0.4288124144,194
52,Bogor,0.104475975,0.4160341918,194
53,Bogor,0.1399216652,0.407317549,194
54,Bogor,0.08973519504,0.3782118559,194
55,Bogor,0.116517961,0.3326806724,194
56,Bogor,0.09429419041,0.3128175437,194
57,Bogor,0.1005489379,0.3509579301,194
58,Bogor,0.1353662759,0.4314931929,194
59,Bogor,0.123518154,0.4272267222,194
60,Bogor,0.06877021492,0.4242686927,194
61,Bogor,0.01943927258,0.429185003,194
62,Bogor,0.03610631824,0.427721858,194
63,Bogor,0.06494811177,0.4319759011,194
64,Bogor,0.1180388629,0.4197065532,194
65,Bogor,0.1414614022,0.3926449716,194
66,Bogor,0.1084226891,0.3244060278,194
67,Bogor,0.09894065559,0.2749167681,194
68,Bogor,0.1029753909,0.2259956747,194
69,Bogor,0.1045289114,0.3218563795,194
70,Bogor,0.07896314561,0.3712737858,194
71,Bogor,0.01920941845,0.4282301068,194
72,Bogor,0.09369938076,0.4280118048,194
73,Bogor,0.1732738316,0.4326715171,194
74,Bogor,0.06308379769,0.4302937388,194
75,Bogor,0.1033945531,0.4311949313,194
76,Bogor,0.09791068733,0.4297947288,194
77,Bogor,0.1230170205,0.4173482955,194
78,Bogor,0.1034386158,0.4127363861,194
79,Bogor,0.1122938916,0.3844591081,194
80,Bogor,0.118467465,0.4034172893,194
81,Bogor,0.09344442189,0.4289062619,194
82,Bogor,0.1070587486,0.4310621619,194
83,Bogor,0.05263696611,0.4272316098,194
84,Bogor,0.1993816346,0.4306902289,194
85,Bogor,0.1472544074,0.4336751103,194
86,Bogor,0.1117436066,0.4258851707,194
87,Bogor,0.1118426174,0.4255996644,194
88,Bogor,0.09268841892,0.4259808064,194
89,Bogor,0.1300118417,0.4265206754,194
90,Bogor,0.0470960997,0.4131970108,194
91,Bogor,0.1060830876,0.4179723263,194
92,Bogor,0.11967244,0.4196167886,194
93,Bogor,0.1120233014,0.4249061346,194
94,Bogor,0.1498630345,0.4374842942,194
95,Bogor,0.1296800971,0.4294465184,194
96,Bogor,0.04731138423,0.4277957976,194
97,Bogor,0.203644976,0.4275844991,194
98,Bogor,0.1255260557,0.4277954102,194
99,Bogor,0.1108149141,0.4292550683,194
100,Bogor,0.02722111717,0.4309946001,194
101,Bogor,0.02647603862,0.4278769791,194
102,Bogor,0.1184714362,0.414144367,194
103,Bogor,0.1227496564,0.4183053672,194
104,Bogor,0.1500072926,0.4300835431,194
105,Bogor,0.09193213284,0.4341108203,194
106,Bogor,0.1035318375,0.4344112575,194
107,Bogor,0.09887516499,0.4276968241,194
108,Bogor,0.1107620075,0.4275547266,194
109,Bogor,-0.009900217876,0.4305091202,194
110,Bogor,0.1353256553,0.4274499416,194
111,Bogor,0.1268855035,0.4296950698,194
112,Bogor,0.1167161167,0.4217603207,194
113,Bogor,0.09153355658,0.4167434573,194
114,Bogor,0.09700757265,0.410340488,194
115,Bogor,0.07841866463,0.3789754212,194
116,Bogor,0.0793434009,0.3163153529,194
117,Bogor,0.104145959,0.3089143038,194
118,Bogor,0.1031945124,0.422724396,194
119,Bogor,0.09507065266,0.4173374176,194
120,Bogor,0.0705415681,0.4306809306,194
121,Bogor,0.04937852174,0.4319653213,194
122,Bogor,0.09646490216,0.4263159335,194
123,Bogor,0.0469398275,0.4358622134,194
124,Bogor,0.0977229178,0.4165485501,194
125,Bogor,0.0989844352,0.4193790853,194
126,Bogor,0.1117920727,0.4071937203,194
127,Bogor,0.1047073826,0.3876039684,194
128,Bogor,0.1177523136,0.3909425139,194
129,Bogor,0.08984996378,0.4182313085,194
130,Bogor,0.07972802967,0.435507834,194
131,Bogor,0.1215542406,0.4298048317,194
132,Bogor,0.02570302412,0.4289914966,194
133,Bogor,0.1031792313,0.4281127751,194
134,Bogor,0.1282986552,0.4244691432,194
135,Bogor,0.1263594031,0.4348882139,194
136,Bogor,0.1208715439,0.430642873,194
137,Bogor,0.156165868,0.4284898937,194
138,Bogor,0.1070363373,0.4208895862,194
139,Bogor,0.09471672028,0.4256193638,194
140,Bogor,0.1356107742,0.4222099185,194
141,Bogor,0.1504403204,0.4319117665,194
142,Bogor,0.07723936439,0.4313566685,194
143,Bogor,0.1187958345,0.4329313934,194
0,Cianjur,0,0.4315933287,722
1,Cianjur,0.167894274,0.4304018617,722
2,Cianjur,0.07446531951,0.4324035645,722
3,Cianjur,0.07154976577,0.4342948794,722
4,Cianjur,0.3042615354,0.4262395799,722
5,Cianjur,0.3074714243,0.4185379744,722
6,Cianjur,0.1633211672,0.4131529927,722
7,Cianjur,0.1893341243,0.4018163681,722
8,Cianjur,0.2376164794,0.3484854996,722
9,Cianjur,0.2074119002,0.336266458,722
10,Cianjur,0.1531836241,0.4028050303,722
11,Cianjur,0.1450065225,0.4356118441,722
12,Cianjur,0.05979155377,0.4194607437,722
13,Cianjur,0.4362005889,0.4315996468,722
14,Cianjur,0.3856390119,0.4286772013,722
15,Cianjur,0.3647150695,0.4286568165,722
16,Cianjur,0.292208463,0.4080305696,722
17,Cianjur,0.3810975254,0.3775325418,722
18,Cianjur,0.2584401369,0.3120440841,722
19,Cianjur,0.2169695795,0.3073531389,722
20,Cianjur,0.238339588,0.2833415568,722
21,Cianjur,0.2600717247,0.2611231804,722
22,Cianjur,0.3374893963,0.3824449778,722
23,Cianjur,0.09328044206,0.4285314083,722
24,Cianjur,0.3848543763,0.4258244932,722
25,Cianjur,0.1745955646,0.4313220978,722
26,Cianjur,0.3265894949,0.4313122928,722
27,Cianjur,0.3025534153,0.4340353012,722
28,Cianjur,0.2457211316,0.4290993214,722
29,Cianjur,0.2262607217,0.4251992404,722
30,Cianjur,0.222461611,0.4283045232,722
31,Cianjur,0.2607911825,0.3924953938,722
32,Cianjur,0.3129956126,0.4302106798,722
33,Cianjur,0.02994273044,0.4332380593,722
34,Cianjur,0.1292048097,0.43980214,722
35,Cianjur,0.07254707068,0.4234615266,722
36,Cianjur,0.05747263506,0.4264392257,722
37,Cianjur,0.05917297304,0.4240479767,722
38,Cianjur,0.2197442204,0.4267623127,722
39,Cianjur,0.2032517642,0.4330944121,722
40,Cianjur,0.3279472888,0.4109532237,722
41,Cianjur,0.2526731789,0.4083803594,722
42,Cianjur,0.3913793266,0.4073285758,722
43,Cianjur,0.2050435841,0.3682458997,722
44,Cianjur,0.1504368186,0.3332516849,722
45,Cianjur,0.2223647982,0.4287412763,722
46,Cianjur,0.1919829547,0.4339546561,722
47,Cianjur,0.06073277444,0.4272246659,722
48,Cianjur,0.1401433051,0.4231841564,722
49,Cianjur,0.04604651034,0.4252080917,722
50,Cianjur,0.334372282,0.4265808165,722
51,Cianjur,0.3279281259,0.4294882119,722
52,Cianjur,0.2697269022,0.41107741,722
53,Cianjur,0.2512719631,0.3948397636,722
54,Cianjur,0.3099352717,0.3685082197,722
55,Cianjur,0.2779062688,0.2917366326,722
56,Cianjur,0.2600941062,0.3348164558,722
57,Cianjur,0.2002069056,0.3437702656,722
58,Cianjur,0.125702247,0.4266191721,722
59,Cianjur,0.03164892271,0.4268921018,722
60,Cianjur,0.2176744491,0.4217315018,722
61,Cianjur,0.3966338336,0.4289476573,722
62,Cianjur,0.09401351959,0.4293640554,722
63,Cianjur,0.2804062963,0.4291249216,722
64,Cianjur,0.2815283537,0.4141687453,722
65,Cianjur,0.3386476338,0.3748729229,722
66,Cianjur,0.1820752919,0.3241125643,722
67,Cianjur,0.3051999509,0.2799208164,722
68,Cianjur,0.2861473262,0.2282562554,722
69,Cianjur,0.18678689,0.3095782101,722
70,Cianjur,0.2124087363,0.3605202138,722
71,Cianjur,0.02304118499,0.420388937,722
72,Cianjur,0.4246910214,0.4226144254,722
73,Cianjur,0.2996652126,0.4297707379,722
74,Cianjur,0.4021659493,0.4302248359,722
75,Cianjur,0.3596423566,0.4303506911,722
76,Cianjur,0.1884205788,0.4303088486,722
77,Cianjur,0.3338874876,0.4143821299,722
78,Cianjur,0.3624708354,0.3897432089,722
79,Cianjur,0.3383494616,0.3646686077,722
80,Cianjur,0.1027040556,0.354449302,722
81,Cianjur,0.1624286026,0.4159528315,722
82,Cianjur,0.3336737752,0.4306461513,722
83,Cianjur,0.1797037274,0.4293296039,722
84,Cianjur,0.112381652,0.4287517071,722
85,Cianjur,0.1498506963,0.4292035997,722
86,Cianjur,0.05357349664,0.4213826656,722
87,Cianjur,0.4094536304,0.4245598912,722
88,Cianjur,0.375674516,0.4178385437,722
89,Cianjur,0.2629285157,0.4166372418,722
90,Cianjur,0.1759363562,0.4012098908,722
91,Cianjur,0.07318223268,0.3872253895,722
92,Cianjur,0.09861723334,0.4002271295,722
93,Cianjur,0.2335736156,0.4223206639,722
94,Cianjur,0.3336540759,0.4390781224,722
95,Cianjur,0.1609331667,0.4304929376,722
96,Cianjur,0.1041463912,0.4240400493,722
97,Cianjur,0.3489252031,0.4259924889,722
98,Cianjur,0.3207269013,0.4284975827,722
99,Cianjur,0.06031105667,0.4302479327,722
100,Cianjur,0.3564795852,0.4290535748,722
101,Cianjur,0.345979929,0.427762121,722
102,Cianjur,0.2969434261,0.4087055922,722
103,Cianjur,0.2691567838,0.403614819,722
104,Cianjur,0.1521947086,0.4275612235,722
105,Cianjur,0.03968368843,0.4309113622,722
106,Cianjur,0.01810734347,0.4343092144,722
107,Cianjur,0.1075990796,0.4300593436,722
108,Cianjur,0.235835284,0.4260502458,722
109,Cianjur,0.04753861204,0.4300311804,722
110,Cianjur,0.182659328,0.4246428609,722
111,Cianjur,0.1287503093,0.4304457009,722
112,Cianjur,0.2639812827,0.4146743715,722
113,Cianjur,0.2858326435,0.3923557997,722
114,Cianjur,0.3561172485,0.3788533807,722
115,Cianjur,0.3754318357,0.3467644155,722
116,Cianjur,0.2961302996,0.2770538926,722
117,Cianjur,0.1580434293,0.3095180094,722
118,Cianjur,0.1197698265,0.415722996,722
119,Cianjur,0.2270376384,0.4154545367,722
120,Cianjur,0.4217128456,0.4255543053,722
121,Cianjur,0.1576613188,0.4305763245,722
122,Cianjur,0.04706957191,0.4219327867,722
123,Cianjur,0.291877836,0.4318374991,722
124,Cianjur,0.3095021248,0.4049034715,722
125,Cianjur,0.3577614725,0.3992210627,722
126,Cianjur,0.2095479369,0.3976008594,722
127,Cianjur,0.2769483626,0.3504272997,722
128,Cianjur,0.08603770286,0.3757450879,722
129,Cianjur,0.4084528983,0.3972088397,722
130,Cianjur,0.01746083982,0.4334061742,722
131,Cianjur,0.2554830313,0.4302019477,722
132,Cianjur,0.1127027795,0.427197665,722
133,Cianjur,0.4247150719,0.4227833748,722
134,Cianjur,0.05323563144,0.4249522984,722
135,Cianjur,0.2998334467,0.430149585,722
136,Cianjur,0.2668812871,0.4286236167,722
137,Cianjur,0.2821227908,0.4192932844,722
138,Cianjur,0.2020118535,0.4060506225,722
139,Cianjur,0.3437123597,0.4207086265,722
140,Cianjur,0.009174796753,0.4133845568,722
141,Cianjur,0.2535122633,0.4291726649,722
142,Cianjur,0.05337057263,0.4327014089,722
143,Cianjur,0.04137883335,0.4305959344,722
0,Cirebon,0.04592015222,0.4379267991,13
1,Cirebon,0.0497327894,0.4279346466,13
2,Cirebon,0.2338895798,0.4258072674,13
3,Cirebon,0.1800904423,0.425986588,13
4,Cirebon,0.1810448319,0.4114450812,13
5,Cirebon,0.1912005842,0.4108938575,13
6,Cirebon,0.15363276,0.412530452,13
7,Cirebon,0.158517316,0.3465917408,13
8,Cirebon,0.1256102324,0.2190099359,13
9,Cirebon,0.09785027057,0.2010932565,13
10,Cirebon,0.1036344469,0.2773196101,13
11,Cirebon,0.15840666,0.4180023074,13
12,Cirebon,0.1337943077,0.4265264571,13
13,Cirebon,-0.01036991552,0.4314474463,13
14,Cirebon,0.1642949283,0.4280511439,13
15,Cirebon,0.1748144925,0.4271791279,13
16,Cirebon,0.08735048771,0.3997673988,13
17,Cirebon,0.1128963605,0.3280383945,13
18,Cirebon,0.1117259562,0.2368484735,13
19,Cirebon,0.1152898893,0.1804764122,13
20,Cirebon,0.1016744375,0.1645869464,13
21,Cirebon,0.07998860627,0.1613672376,13
22,Cirebon,0.1037683189,0.2420619577,13
23,Cirebon,0.1155224964,0.3525235653,13
24,Cirebon,0.1029299572,0.3918711543,13
25,Cirebon,0.01204734668,0.4338835776,13
26,Cirebon,0.2127453238,0.4283344448,13
27,Cirebon,0.1841964126,0.427962631,13
28,Cirebon,0.1573375911,0.4223796129,13
29,Cirebon,0.1427029818,0.4247778654,13
30,Cirebon,0.1488786638,0.4223312438,13
31,Cirebon,0.1176938638,0.388158381,13
32,Cirebon,0.1021687239,0.3856050372,13
33,Cirebon,0.1109389439,0.4157972336,13
34,Cirebon,0.05267718062,0.4300530851,13
35,Cirebon,0.06540550292,0.4279372096,13
36,Cirebon,0.1805607826,0.4342280626,13
37,Cirebon,-0.01615181938,0.429322958,13
38,Cirebon,0.02467541769,0.4266386032,13
39,Cirebon,0.1012013108,0.4240427911,13
40,Cirebon,0.1480758637,0.4065969586,13
41,Cirebon,0.1873740405,0.4005051553,13
42,Cirebon,0.1598729044,0.3655447066,13
43,Cirebon,0.1362763047,0.2433008999,13
44,Cirebon,0.05691753328,0.2209105641,13
45,Cirebon,0.1204692498,0.2660440505,13
46,Cirebon,0.1416966021,0.3588133156,13
47,Cirebon,0.1185859293,0.4191700518,13
48,Cirebon,0.09516812861,0.4289131463,13
49,Cirebon,0.2055886686,0.4323975146,13
50,Cirebon,0.0783354044,0.428450644,13
51,Cirebon,0.1724833697,0.4205081463,13
52,Cirebon,0.1172838062,0.3898474574,13
53,Cirebon,0.1244537905,0.3463355601,13
54,Cirebon,0.1477790475,0.2687186003,13
55,Cirebon,0.1509996951,0.2026070654,13
56,Cirebon,0.1318837404,0.1795783788,13
57,Cirebon,0.1505027413,0.1644520313,13
58,Cirebon,0.04236190766,0.2993911505,13
59,Cirebon,0.09963912517,0.3757905364,13
60,Cirebon,0.09254712611,0.4215204418,13
61,Cirebon,0.2193757147,0.4307969511,13
62,Cirebon,0.09389679134,0.4297993481,13
63,Cirebon,0.1715114415,0.4251542985,13
64,Cirebon,0.1775183529,0.4001372755,13
65,Cirebon,0.1593326926,0.340135783,13
66,Cirebon,0.1485685557,0.2400353551,13
67,Cirebon,0.1361415684,0.184550792,13
68,Cirebon,0.1324590743,0.1667287648,13
69,Cirebon,0.1592314392,0.1498402506,13
70,Cirebon,0.1074534804,0.2256873697,13
71,Cirebon,0.09022533149,0.3448032737,13
72,Cirebon,0.1307887137,0.4139712751,13
73,Cirebon,0.1556029171,0.4299466908,13
74,Cirebon,0.2091800123,0.4308400154,13
75,Cirebon,0.2219745368,0.4267167449,13
76,Cirebon,0.1646598876,0.4238762856,13
77,Cirebon,0.08967331052,0.4075193703,13
78,Cirebon,0.1726747006,0.3741833866,13
79,Cirebon,0.1146491542,0.2682055831,13
80,Cirebon,0.1780466437,0.2505440712,13
81,Cirebon,0.1732413471,0.3063810468,13
82,Cirebon,0.1958762854,0.3647771478,13
83,Cirebon,0.09991038591,0.4243691564,13
84,Cirebon,0.227925241,0.4322489798,13
85,Cirebon,0.1892274618,0.434445709,13
86,Cirebon,0.1756803542,0.4278485179,13
