date,Kabupaten,NDVI_8Day_Mean
2015-03-65,Bogor,0.5118137451226401
2015-03-65,Cianjur,0.7113673089734246
2015-03-65,Cirebon,0.5758389205035203
2015-03-65,Garut,0.7531353990081925
2015-03-65,Indramayu,0.527980631654645
2015-03-65,Karawang,0.44049311830649657
2015-03-65,Kota Bandung,0.364422580602212
2015-03-65,Kota Bogor,0.42129995078054805
2015-03-65,Kota Cirebon,0.35339039095759667
2015-03-65,Kota Sukabumi,0.5741546818789415
2015-03-65,Kuningan,0.598684600208075
2015-03-65,Majalengka,0.6238404062237721
2015-03-65,Purwakarta,0.5046373973368159
2015-03-65,Subang,0.5448277965404784
2015-03-65,Sukabumi,0.6763603416271243
2015-03-65,Sumedang,0.6008307749532547
2015-03-65,Kota Bekasi,0.21044823585918004
2015-03-65,Kota Depok,0.37894052557881913
2015-03-73,Bandung,0.5642728352421483
2015-03-73,Kota Cimahi,0.3380104225964888
2015-03-73,Kota Tasikmalaya,0.5761625040911753
2015-03-73,Tasikmalaya,0.6778516979339346
2015-03-73,Ciamis,0.6551376783091424
2015-03-73,Kota Banjar,0.6660204128155585
2015-03-73,Bekasi,0.4219763267767205
2015-03-73,Bogor,0.6455674462390536
2015-03-73,Cianjur,0.6687151479543111
2015-03-73,Cirebon,0.5765296570611578
2015-03-73,Garut,0.6381437151785008
2015-03-73,Indramayu,0.4519912509838906
2015-03-73,Karawang,0.503924722954169
2015-03-73,Kota Bandung,0.36013507784642595
2015-03-73,Kota Bogor,0.48314838919012226
2015-03-73,Kota Cirebon,0.4220568683974889
2015-03-73,Kota Sukabumi,0.5216600740144873
2015-03-73,Kuningan,0.5844719424038484
2015-03-73,Majalengka,0.4848468358458423
2015-03-73,Purwakarta,0.6622071488759229
2015-03-73,Subang,0.585176309251949
2015-03-73,Sukabumi,0.6280460786506252
2015-03-73,Sumedang,0.645745667325259
2015-03-73,Kota Bekasi,0.3600979036260748
2015-03-73,Kota Depok,0.4964690136006267
2015-03-81,Bandung,0.5930851545023308
2015-03-81,Kota Cimahi,0.31062815018551426
2015-03-81,Kota Tasikmalaya,0.6333980587599755
2015-03-81,Tasikmalaya,0.7764347702731319
2015-03-81,Ciamis,0.7378222146925015
2015-03-81,Kota Banjar,0.6913358933796587
2015-03-81,Bekasi,0.4588423586051999
2015-03-81,Bogor,0.6709084497979446
2015-03-81,Cianjur,0.7131053046189562
2015-03-81,Cirebon,0.6284882680195402
2015-03-81,Garut,0.6753980685198084
2015-03-81,Indramayu,0.5744965220762979
2015-03-81,Karawang,0.5518991835637418
2015-03-81,Kota Bandung,0.35959467898130226
2015-03-81,Kota Bogor,0.5231105793455143
2015-03-81,Kota Cirebon,0.3827058358230487
2015-03-81,Kota Sukabumi,0.5644275172507838
2015-03-81,Kuningan,0.6608191963019824
2015-03-81,Majalengka,0.5756679381489148
2015-03-81,Purwakarta,0.6526097989202125
2015-03-81,Subang,0.6294818505239231
2015-03-81,Sukabumi,0.7523023572117135
2015-03-81,Sumedang,0.6767036367030427
2015-03-81,Kota Bekasi,0.37872920445881597
2015-03-81,Kota Depok,0.507929334691332
2015-03-89,Bandung,0.4746752560905979
2015-03-89,Kota Cimahi,0.3070559882734496
2015-03-89,Kota Tasikmalaya,0.4352114600515279
2015-03-89,Tasikmalaya,0.4790646252596538
2015-03-89,Ciamis,0.5906446739940434
2015-03-89,Kota Banjar,0.5697228198423595
2015-03-89,Bekasi,0.4337006282368152
2015-03-89,Bogor,0.6334017146871194
2015-03-89,Cianjur,0.5785644539653768
2015-03-89,Cirebon,0.436733339683349
2015-03-89,Garut,0.5980407309915984
2015-03-89,Indramayu,0.5251148596158016
2015-03-89,Karawang,0.4801267075365983
2015-03-89,Kota Bandung,0.3905186475291562
2015-03-89,Kota Bogor,0.4808204502966935
2015-03-89,Kota Cirebon,0.25237525300887276
2015-03-89,Kota Sukabumi,0.5762432916631341
2015-03-89,Kuningan,0.47462214739097625
2015-03-89,Majalengka,0.3821451092149222
2015-03-89,Purwakarta,0.5943809438795938
2015-03-89,Subang,0.6100521153497067
2015-03-89,Sukabumi,0.6146135214822018
2015-03-89,Sumedang,0.5929358845295511
2015-03-89,Kota Bekasi,0.3014098900834528
2015-03-89,Kota Depok,0.4396078550536357
2015-04-97,Bandung,0.5911062101812853
2015-04-97,Kota Cimahi,0.2708212150987189
2015-04-97,Kota Tasikmalaya,0.6056895616076978
2015-04-97,Tasikmalaya,0.6967489587592443
2015-04-97,Ciamis,0.6847360149735798
2015-04-97,Kota Banjar,0.5940100472204756
2015-04-97,Bekasi,0.4810914104303307
2015-04-97,Bogor,0.6644996498314358
2015-04-97,Cianjur,0.7006389764681412
2015-04-97,Cirebon,0.5435009339399958
2015-04-97,Garut,0.6671399934847682
2015-04-97,Indramayu,0.5017766724415749
2015-04-97,Karawang,0.48350123897451225
2015-04-97,Kota Bandung,0.3850643084365738
2015-04-97,Kota Bogor,0.5062058487297314
2015-04-97,Kota Cirebon,0.45085549837561123
2015-04-97,Kota Sukabumi,0.5300940801579697
2015-04-97,Kuningan,0.6618703991850282
2015-04-97,Majalengka,0.5743883404406965
2015-04-97,Purwakarta,0.617977540224776
2015-04-97,Subang,0.6040160532388001
2015-04-97,Sukabumi,0.712749554869628
2015-04-97,Sumedang,0.6989878199000442
2015-04-97,Kota Bekasi,0.3511702376393778
2015-04-97,Kota Depok,0.4521188594306355
2015-04-105,Bandung,0.5889575028267826
2015-04-105,Kota Cimahi,0.3606254463393902
2015-04-105,Kota Tasikmalaya,0.625170285121943
2015-04-105,Tasikmalaya,0.7512127301199029
2015-04-105,Ciamis,0.7135576911780234
2015-04-105,Kota Banjar,0.6270990574639009
2015-04-105,Bekasi,0.5134411390440838
2015-04-105,Bogor,0.6722214101790767
2015-04-105,Cianjur,0.6738767500715668
2015-04-105,Cirebon,0.475803778595223
2015-04-105,Garut,0.6898605658917738
2015-04-105,Indramayu,0.36551094960895847
2015-04-105,Karawang,0.5132663458342108
2015-04-105,Kota Bandung,0.3445080240477905
2015-04-105,Kota Bogor,0.5275286759912984
2015-04-105,Kota Cirebon,0.3694666233878058
2015-04-105,Kota Sukabumi,0.5187517813774285
2015-04-105,Kuningan,0.5075493803447905
2015-04-105,Majalengka,0.5432365943063111
2015-04-105,Purwakarta,0.5959970099815924
2015-04-105,Subang,0.48042623428384945
2015-04-105,Sukabumi,0.701421975119496
2015-04-105,Sumedang,0.6085415566142182
2015-04-105,Kota Bekasi,0.3445459165681737
2015-04-105,Kota Depok,0.4953673180734489
2015-04-113,Bandung,0.668549885039793
2015-04-113,Kota Cimahi,0.32455842216337916
2015-04-113,Kota Tasikmalaya,0.6143694787597191
2015-04-113,Tasikmalaya,0.7304533153250625
2015-04-113,Ciamis,0.6962882496133241
2015-04-113,Kota Banjar,0.6331355325917926
2015-04-113,Bekasi,0.5088100718307669
2015-04-113,Bogor,0.6348728263809815
2015-04-113,Cianjur,0.7340367748344628
2015-04-113,Cirebon,0.4187040002351931
2015-04-113,Garut,0.7262152164249742
2015-04-113,Indramayu,0.4510054909079524
2015-04-113,Karawang,0.51081579457938
2015-04-113,Kota Bandung,0.35807876675196537
2015-04-113,Kota Bogor,0.46545441564863865
2015-04-113,Kota Cirebon,0.4204140957218406
2015-04-113,Kota Sukabumi,0.5370882536340554
2015-04-113,Kuningan,0.5955324480084468
2015-04-113,Majalengka,0.6102938175286903
2015-04-113,Purwakarta,0.6439308465721998
2015-04-113,Subang,0.5751260555055938
2015-04-113,Sukabumi,0.6649928886599321
2015-04-113,Sumedang,0.6937749252233915
2015-04-113,Kota Bekasi,0.3808453515780617
2015-04-113,Kota Depok,0.4983250954572853
2015-05-121,Bandung,0.6956424067992325
2015-05-121,Kota Cimahi,0.363387366538887
2015-05-121,Kota Tasikmalaya,0.5845457822300573
2015-05-121,Tasikmalaya,0.7347552459279011
2015-05-121,Ciamis,0.7079047883548647
2015-05-121,Kota Banjar,0.6151645741713605
2015-05-121,Bekasi,0.5367111425885447
2015-05-121,Bogor,0.681133891039009
2015-05-121,Cianjur,0.7638995893686128
2015-05-121,Cirebon,0.5380175857178172
2015-05-121,Garut,0.7776046179146535
2015-05-121,Indramayu,0.4440666610125402
2015-05-121,Karawang,0.4922411381724944
2015-05-121,Kota Bandung,0.371048377713501
2015-05-121,Kota Bogor,0.5189346014902727
2015-05-121,Kota Cirebon,0.48430659833396006
2015-05-121,Kota Sukabumi,0.5789017463388104
2015-05-121,Kuningan,0.747175149248605
2015-05-121,Majalengka,0.6059463196919991
2015-05-121,Purwakarta,0.57024733220108
2015-05-121,Subang,0.5585937874529352
2015-05-121,Sukabumi,0.7566063808423449
2015-05-121,Sumedang,0.7490050397804282
2015-05-121,Kota Bekasi,0.4050794655781174
2015-05-121,Kota Depok,0.5327142474517554
2015-05-129,Bandung,0.6706722171240038
2015-05-129,Kota Cimahi,0.3618719668160306
2015-05-129,Kota Tasikmalaya,0.6307706805105447
2015-05-129,Tasikmalaya,0.7216894592074885
2015-05-129,Ciamis,0.6874559777376966
2015-05-129,Kota Banjar,0.6049511442651337
2015-05-129,Bekasi,0.516479417148055
2015-05-129,Bogor,0.7073465305804304
2015-05-129,Cianjur,0.7589672208166635
2015-05-129,Cirebon,0.52652009546975
2015-05-129,Garut,0.7591151361014602
2015-05-129,Indramayu,0.43569097218720887
2015-05-129,Karawang,0.4819868919189085
2015-05-129,Kota Bandung,0.3663246619136956
2015-05-129,Kota Bogor,0.5160104130500028
2015-05-129,Kota Cirebon,0.4832772440770914
2015-05-129,Kota Sukabumi,0.5662162521382303
2015-05-129,Kuningan,0.7569931941263519
2015-05-129,Majalengka,0.6500527264562126
2015-05-129,Purwakarta,0.6568101195957482
2015-05-129,Subang,0.5804246097384176
2015-05-129,Sukabumi,0.7598753649169934
2015-05-129,Sumedang,0.7422393178563157
2015-05-129,Kota Bekasi,0.39227627875537446
2015-05-129,Kota Depok,0.5085011100447653
2015-05-137,Bandung,0.7084162022910255
2015-05-137,Kota Cimahi,0.3759238659702783
2015-05-137,Kota Tasikmalaya,0.636520839034399
2015-05-137,Tasikmalaya,0.7981213283668911
2015-05-137,Ciamis,0.7646626609673308
2015-05-137,Kota Banjar,0.6375133016601227
2015-05-137,Bekasi,0.5295806924261239
2015-05-137,Bogor,0.7159067637804504
2015-05-137,Cianjur,0.7794261533698005
2015-05-137,Cirebon,0.5372553267968848
2015-05-137,Garut,0.7949229952935277
2015-05-137,Indramayu,0.44941000910572165
2015-05-137,Karawang,0.48437333100863916
2015-05-137,Kota Bandung,0.3740563194062339
2015-05-137,Kota Bogor,0.5270324847373551
2015-05-137,Kota Cirebon,0.49092856204592833
2015-05-137,Kota Sukabumi,0.5895815746473487
2015-05-137,Kuningan,0.7791428268510485
2015-05-137,Majalengka,0.6903126491670514
2015-05-137,Purwakarta,0.6717343060831691
2015-05-137,Subang,0.5981386735655394
2015-05-137,Sukabumi,0.7835084074254747
2015-05-137,Sumedang,0.7702590483960071
2015-05-137,Kota Bekasi,0.39346947057294357
2015-05-137,Kota Depok,0.5085325516647139
2015-05-145,Bandung,0.7062953054825811
2015-05-145,Kota Cimahi,0.3430224601854863
2015-05-145,Kota Tasikmalaya,0.5020229062537893
2015-05-145,Tasikmalaya,0.5764209591555509
2015-05-145,Ciamis,0.5501219119371497
2015-05-145,Kota Banjar,0.5683311979865225
2015-05-145,Bekasi,0.5147469235687052
2015-05-145,Bogor,0.690398031980099
2015-05-145,Cianjur,0.7853077467154255
2015-05-145,Cirebon,0.5382758667788493
2015-05-145,Garut,0.7602596405025116
2015-05-145,Indramayu,0.45578809066072073
2015-05-145,Karawang,0.4725866344572456
2015-05-145,Kota Bandung,0.36251649588657714
2015-05-145,Kota Bogor,0.5228981129552455
2015-05-145,Kota Cirebon,0.47086348542772016
2015-05-145,Kota Sukabumi,0.5862535067216736
2015-05-145,Kuningan,0.7563359166270067
2015-05-145,Majalengka,0.7043302075653128
2015-05-145,Purwakarta,0.6831768553632663
2015-05-145,Subang,0.5882401594912897
2015-05-145,Sukabumi,0.7843391279728675
2015-05-145,Sumedang,0.7673574629546186
2015-05-145,Kota Bekasi,0.38800089608553134
2015-05-145,Kota Depok,0.5107723377887055
2015-06-153,Bandung,0.6494501090332728
2015-06-153,Kota Cimahi,0.3509276158263272
2015-06-153,Kota Tasikmalaya,0.5262297728213496
2015-06-153,Tasikmalaya,0.5527503025783348
2015-06-153,Ciamis,0.5589833445408567
2015-06-153,Kota Banjar,0.5254557536113896
2015-06-153,Bekasi,0.4864785991687234
2015-06-153,Bogor,0.6722172166812258
2015-06-153,Cianjur,0.7728945627893175
2015-06-153,Cirebon,0.5368249883480014
2015-06-153,Garut,0.7246206915219803
2015-06-153,Indramayu,0.4492828469044951
2015-06-153,Karawang,0.457548457658907
2015-06-153,Kota Bandung,0.3601660563395379
2015-06-153,Kota Bogor,0.5290007337829974
2015-06-153,Kota Cirebon,0.45098357311704657
2015-06-153,Kota Sukabumi,0.5784631984297169
2015-06-153,Kuningan,0.7008403598248001
2015-06-153,Majalengka,0.6808714762420751
2015-06-153,Purwakarta,0.6383279773671081
2015-06-153,Subang,0.562761088397076
2015-06-153,Sukabumi,0.7799034919108517
2015-06-153,Sumedang,0.7393836294816271
2015-06-153,Kota Bekasi,0.3554687944388508
2015-06-153,Kota Depok,0.48717495925454124
2015-06-161,Bandung,0.6968344238630706
2015-06-161,Kota Cimahi,0.34794076209521363
2015-06-161,Kota Tasikmalaya,0.5242945847060223
2015-06-161,Tasikmalaya,0.7205484476874247
2015-06-161,Ciamis,0.654764519449362
2015-06-161,Kota Banjar,0.6139421079109249
2015-06-161,Bekasi,0.48510110039743287
2015-06-161,Bogor,0.6914986139309094
2015-06-161,Cianjur,0.78077080016227
2015-06-161,Cirebon,0.5351078283747952
2015-06-161,Garut,0.7863315151058807
2015-06-161,Indramayu,0.4725860080707995
2015-06-161,Karawang,0.45878211124209595
2015-06-161,Kota Bandung,0.3549113762649424
2015-06-161,Kota Bogor,0.5296527938225076
2015-06-161,Kota Cirebon,0.4469469311733999
2015-06-161,Kota Sukabumi,0.606242009519056
2015-06-161,Kuningan,0.7650206769202528
2015-06-161,Majalengka,0.7275952573838241
2015-06-161,Purwakarta,0.6661259908195549
2015-06-161,Subang,0.5853683389466406
2015-06-161,Sukabumi,0.7879493101430255
2015-06-161,Sumedang,0.7701864153152123
2015-06-161,Kota Bekasi,0.3876307030834751
2015-06-161,Kota Depok,0.49834705560906234
2015-06-169,Bandung,0.7062478996530753
2015-06-169,Kota Cimahi,0.3382838357368144
2015-06-169,Kota Tasikmalaya,0.6556338937890758
2015-06-169,Tasikmalaya,0.6978808155183526
2015-06-169,Ciamis,0.7351359034155432
2015-06-169,Kota Banjar,0.6873028617655527
2015-06-169,Bekasi,0.46351345857724535
2015-06-169,Bogor,0.7292613524398527
2015-06-169,Cianjur,0.7845850520595038
2015-06-169,Cirebon,0.5471354169387916
2015-06-169,Garut,0.7841700562802368
2015-06-169,Indramayu,0.4955877183333484
2015-06-169,Karawang,0.46023705505394163
2015-06-169,Kota Bandung,0.34811825782664163
2015-06-169,Kota Bogor,0.5215035514836656
2015-06-169,Kota Cirebon,0.4348836004754059
2015-06-169,Kota Sukabumi,0.5748909704422097
2015-06-169,Kuningan,0.7709040517964403
2015-06-169,Majalengka,0.7255019692035894
2015-06-169,Purwakarta,0.6908520513806561
2015-06-169,Subang,0.5825571464772925
2015-06-169,Sukabumi,0.7955403856474685
2015-06-169,Sumedang,0.7553724895763204
2015-06-169,Kota Bekasi,0.37421801873163946
2015-06-169,Kota Depok,0.4899202653184767
2015-06-177,Bandung,0.6943609947418133
2015-06-177,Kota Cimahi,0.3348209254378047
2015-06-177,Kota Tasikmalaya,0.6563075588670017
2015-06-177,Tasikmalaya,0.7686121033388438
2015-06-177,Ciamis,0.7541540133129649
2015-06-177,Kota Banjar,0.6653823939578944
2015-06-177,Bekasi,0.44555814035566493
2015-06-177,Bogor,0.7126753551619244
2015-06-177,Cianjur,0.7724073203131321
2015-06-177,Cirebon,0.5506994818358177
2015-06-177,Garut,0.7737234838269317
2015-06-177,Indramayu,0.5157399312771982
2015-06-177,Karawang,0.4609605314882361
2015-06-177,Kota Bandung,0.3428627630653597
2015-06-177,Kota Bogor,0.503815617548171
2015-06-177,Kota Cirebon,0.4302224166368767
2015-06-177,Kota Sukabumi,0.566580734559115
2015-06-177,Kuningan,0.7429163150233037
2015-06-177,Majalengka,0.6923678489282556
2015-06-177,Purwakarta,0.6836034859495421
2015-06-177,Subang,0.591994334094849
2015-06-177,Sukabumi,0.7751492716385964
2015-06-177,Sumedang,0.7459738762222633
2015-06-177,Kota Bekasi,0.3820134774787197
2015-06-177,Kota Depok,0.4843151421983436
2015-07-185,Bandung,0.6886908037514372
2015-07-185,Kota Cimahi,0.32145543174143976
2015-07-185,Kota Tasikmalaya,0.6277177563723001
2015-07-185,Tasikmalaya,0.7096540447462986
2015-07-185,Ciamis,0.736378173255522
2015-07-185,Kota Banjar,0.6701958506542551
2015-07-185,Bekasi,0.41905904991738074
2015-07-185,Bogor,0.6928452735174087
2015-07-185,Cianjur,0.7543775220102157
2015-07-185,Cirebon,0.5411579580966469
2015-07-185,Garut,0.7634769349685978
2015-07-185,Indramayu,0.5072289874048972
2015-07-185,Karawang,0.44046833237412225
2015-07-185,Kota Bandung,0.3304536009155964
2015-07-185,Kota Bogor,0.5031820323819525
2015-07-185,Kota Cirebon,0.43023040521350286
2015-07-185,Kota Sukabumi,0.5460726516415013
2015-07-185,Kuningan,0.7334850322714315
2015-07-185,Majalengka,0.6657157298756193
2015-07-185,Purwakarta,0.6801024383391734
2015-07-185,Subang,0.5770333879654964
2015-07-185,Sukabumi,0.7583168925006311
2015-07-185,Sumedang,0.7289465779498747
2015-07-185,Kota Bekasi,0.3603991494587108
2015-07-185,Kota Depok,0.4610515422633848
2015-07-193,Bandung,0.6812624953223052
2015-07-193,Kota Cimahi,0.3213538862125812
2015-07-193,Kota Tasikmalaya,0.6762197437433666
2015-07-193,Tasikmalaya,0.7735548771326278
2015-07-193,Ciamis,0.7452352514002314
2015-07-193,Kota Banjar,0.7138664507514081
2015-07-193,Bekasi,0.4158388892527006
2015-07-193,Bogor,0.6793408880648174
2015-07-193,Cianjur,0.7325959024817446
2015-07-193,Cirebon,0.5599444479197311
2015-07-193,Garut,0.7576799770924463
2015-07-193,Indramayu,0.5240447247352646
2015-07-193,Karawang,0.44540822130559193
2015-07-193,Kota Bandung,0.3344696835411066
2015-07-193,Kota Bogor,0.4748469070637868
2015-07-193,Kota Cirebon,0.4361679119223149
2015-07-193,Kota Sukabumi,0.5584730634117987
2015-07-193,Kuningan,0.7264957440858476
2015-07-193,Majalengka,0.6542696444792322
2015-07-193,Purwakarta,0.6639421402846682
2015-07-193,Subang,0.5920312659016498
2015-07-193,Sukabumi,0.7204601025193733
2015-07-193,Sumedang,0.7197232909945046
2015-07-193,Kota Bekasi,0.36548756493564877
2015-07-193,Kota Depok,0.449287505150905
2015-07-201,Bandung,0.6683134024464744
2015-07-201,Kota Cimahi,0.3227654581831874
2015-07-201,Kota Tasikmalaya,0.6233391948338628
2015-07-201,Tasikmalaya,0.6059009067032554
2015-07-201,Ciamis,0.5577507517539385
2015-07-201,Kota Banjar,0.5857730665963463
2015-07-201,Bekasi,0.3972167610992113
2015-07-201,Bogor,0.6549313030008143
2015-07-201,Cianjur,0.7300177139299332
2015-07-201,Cirebon,0.5502902457195263
2015-07-201,Garut,0.7445317832958673
2015-07-201,Indramayu,0.5092676738634363
2015-07-201,Karawang,0.4381815117482427
2015-07-201,Kota Bandung,0.3391374310137332
2015-07-201,Kota Bogor,0.46888069879039806
2015-07-201,Kota Cirebon,0.4316367611413872
2015-07-201,Kota Sukabumi,0.5557439391375152
2015-07-201,Kuningan,0.6888202915048349
2015-07-201,Majalengka,0.601631679158133
2015-07-201,Purwakarta,0.6502336819350292
2015-07-201,Subang,0.5956768757775998
2015-07-201,Sukabumi,0.6976762772551581
2015-07-201,Sumedang,0.6992385087608594
2015-07-201,Kota Bekasi,0.35136452028278237
2015-07-201,Kota Depok,0.4387552555911202
2015-07-209,Bandung,0.6727367705563275
2015-07-209,Kota Cimahi,0.31616539574744623
2015-07-209,Kota Tasikmalaya,0.5115035538122185
2015-07-209,Tasikmalaya,0.6268786612984591
2015-07-209,Ciamis,0.6346401783782607
2015-07-209,Kota Banjar,0.5863016190416033
2015-07-209,Bekasi,0.3977391035211984
2015-07-209,Bogor,0.686061436749505
2015-07-209,Cianjur,0.7353920528121689
2015-07-209,Cirebon,0.5209295056599139
2015-07-209,Garut,0.7393757067535505
2015-07-209,Indramayu,0.48595855511521974
2015-07-209,Karawang,0.4407157905125374
2015-07-209,Kota Bandung,0.32963908615467996
2015-07-209,Kota Bogor,0.4770984155461144
2015-07-209,Kota Cirebon,0.3955747731774333
2015-07-209,Kota Sukabumi,0.5526537979082549
2015-07-209,Kuningan,0.6779085846968282
2015-07-209,Majalengka,0.5809860716993772
2015-07-209,Purwakarta,0.6478757815839278
2015-07-209,Subang,0.5923926680989352
2015-07-209,Sukabumi,0.7396545235309002
2015-07-209,Sumedang,0.6673167145404064
2015-07-209,Kota Bekasi,0.35473697282318556
2015-07-209,Kota Depok,0.44895597558481054
2015-08-217,Bandung,0.6518651587069554
2015-08-217,Kota Cimahi,0.3178221139725644
2015-08-217,Kota Tasikmalaya,0.47536526701440807
2015-08-217,Tasikmalaya,0.5680674083463312
2015-08-217,Ciamis,0.5776101223999253
2015-08-217,Kota Banjar,0.5918001608488126
2015-08-217,Bekasi,0.3626606563280207
2015-08-217,Bogor,0.6628925266808897
2015-08-217,Cianjur,0.698502734469162
2015-08-217,Cirebon,0.5060861240216459
2015-08-217,Garut,0.6996161411227034
2015-08-217,Indramayu,0.4785488837975258
2015-08-217,Karawang,0.43232073889451156
2015-08-217,Kota Bandung,0.3289759214070429
2015-08-217,Kota Bogor,0.45671075324475513
2015-08-217,Kota Cirebon,0.4148459372083222
2015-08-217,Kota Sukabumi,0.5096915544573423
2015-08-217,Kuningan,0.662232054848907
2015-08-217,Majalengka,0.5644214039129581
2015-08-217,Purwakarta,0.6355840796744071
2015-08-217,Subang,0.6004903753384067
2015-08-217,Sukabumi,0.6953847820430572
2015-08-217,Sumedang,0.6572051921332155
2015-08-217,Kota Bekasi,0.31740139764008435
2015-08-217,Kota Depok,0.42859894363076795
2015-08-225,Bandung,0.6303431972763414
2015-08-225,Kota Cimahi,0.2961342241708955
2015-08-225,Kota Tasikmalaya,0.5946099190749821
2015-08-225,Tasikmalaya,0.7511822095780419
2015-08-225,Ciamis,0.7395848721836598
2015-08-225,Kota Banjar,0.6541218056239015
2015-08-225,Bekasi,0.364360758684956
2015-08-225,Bogor,0.6258472204064717
2015-08-225,Cianjur,0.6872136218857574
2015-08-225,Cirebon,0.475136543934349
2015-08-225,Garut,0.696798722267434
2015-08-225,Indramayu,0.4154362125859176
2015-08-225,Karawang,0.4380061657681771
2015-08-225,Kota Bandung,0.3278673852658431
2015-08-225,Kota Bogor,0.47532866999368606
2015-08-225,Kota Cirebon,0.3985952419352465
2015-08-225,Kota Sukabumi,0.500787595330419
2015-08-225,Kuningan,0.662680328227185
2015-08-225,Majalengka,0.5353578076098996
2015-08-225,Purwakarta,0.5918728305458831
2015-08-225,Subang,0.5858805836953045
2015-08-225,Sukabumi,0.6918675857224426
2015-08-225,Sumedang,0.6310479537174447
2015-08-225,Kota Bekasi,0.32542669193975177
2015-08-225,Kota Depok,0.38864997949434804
2015-08-233,Bandung,0.6171930284388847
2015-08-233,Kota Cimahi,0.2944182221905825
2015-08-233,Kota Tasikmalaya,0.5101148631795661
2015-08-233,Tasikmalaya,0.608719413649249
2015-08-233,Ciamis,0.5622703612562093
2015-08-233,Kota Banjar,0.5791508949755674
2015-08-233,Bekasi,0.3521657085732041
2015-08-233,Bogor,0.6412722564814828
2015-08-233,Cianjur,0.6706253951443402
2015-08-233,Cirebon,0.44006768510053024
2015-08-233,Garut,0.6759855090890512
2015-08-233,Indramayu,0.37817439285833626
2015-08-233,Karawang,0.4446045375520508
2015-08-233,Kota Bandung,0.32573559446320216
2015-08-233,Kota Bogor,0.477887004904423
2015-08-233,Kota Cirebon,0.37865172851727996
2015-08-233,Kota Sukabumi,0.5026881756554709
2015-08-233,Kuningan,0.6221782959500827
2015-08-233,Majalengka,0.5100550212436731
2015-08-233,Purwakarta,0.5716536415608666
2015-08-233,Subang,0.5611362638446735
2015-08-233,Sukabumi,0.6834993070498844
2015-08-233,Sumedang,0.6036775719956656
2015-08-233,Kota Bekasi,0.31528290742041093
2015-08-233,Kota Depok,0.4270228652462236
2015-08-241,Bandung,0.6059258373960894
2015-08-241,Kota Cimahi,0.2744174076360557
2015-08-241,Kota Tasikmalaya,0.33606380547221554
2015-08-241,Tasikmalaya,0.4408890213581896
2015-08-241,Ciamis,0.3853803397248347
2015-08-241,Kota Banjar,0.45972583224335895
2015-08-241,Bekasi,0.34167092552861317
2015-08-241,Bogor,0.6249036787495272
2015-08-241,Cianjur,0.6533703842033106
2015-08-241,Cirebon,0.4183293567467353
2015-08-241,Garut,0.6694140814761917
2015-08-241,Indramayu,0.3475779917064483
2015-08-241,Karawang,0.4397429942896961
2015-08-241,Kota Bandung,0.3149868372175719
2015-08-241,Kota Bogor,0.4431366677687872
2015-08-241,Kota Cirebon,0.36855225871637265
2015-08-241,Kota Sukabumi,0.4921759922520812
2015-08-241,Kuningan,0.5848747388220362
2015-08-241,Majalengka,0.4818013399646441
2015-08-241,Purwakarta,0.524700310660384
2015-08-241,Subang,0.5473672288053185
2015-08-241,Sukabumi,0.6516283530831979
2015-08-241,Sumedang,0.5949811971293781
2015-08-241,Kota Bekasi,0.3044056265192598
2015-08-241,Kota Depok,0.39883612052358747
2015-09-249,Bandung,0.5871010451568784
2015-09-249,Kota Cimahi,0.27116563994317666
2015-09-249,Kota Tasikmalaya,0.37839339465991517
2015-09-249,Tasikmalaya,0.43420159549143067
2015-09-249,Ciamis,0.4143314417061193
2015-09-249,Kota Banjar,0.46633676201763175
2015-09-249,Bekasi,0.34588170073256197
2015-09-249,Bogor,0.5794163281674815
2015-09-249,Cianjur,0.6266667486068375
2015-09-249,Cirebon,0.41208502217411297
2015-09-249,Garut,0.6360547865070357
2015-09-249,Indramayu,0.3327327588197159
2015-09-249,Karawang,0.4544780901566562
2015-09-249,Kota Bandung,0.30863828268361426
2015-09-249,Kota Bogor,0.4372900906520109
2015-09-249,Kota Cirebon,0.3678516666749344
2015-09-249,Kota Sukabumi,0.4780264049894301
2015-09-249,Kuningan,0.5852383573993705
2015-09-249,Majalengka,0.4781410089343946
2015-09-249,Purwakarta,0.5216424786584248
2015-09-249,Subang,0.5398896421160695
2015-09-249,Sukabumi,0.6104282091072715
2015-09-249,Sumedang,0.583728880369769
2015-09-249,Kota Bekasi,0.29630087947826134
2015-09-249,Kota Depok,0.3887529772416893
2015-09-257,Bandung,0.5802572626625262
2015-09-257,Kota Cimahi,0.2641759282225061
2015-09-257,Kota Tasikmalaya,0.3465693458010377
2015-09-257,Tasikmalaya,0.47441354050975726
2015-09-257,Ciamis,0.4701716430630573
2015-09-257,Kota Banjar,0.3758422348001797
2015-09-257,Bekasi,0.3725015395636832
2015-09-257,Bogor,0.6028621407599208
2015-09-257,Cianjur,0.6403294262257834
2015-09-257,Cirebon,0.3856271007896586
2015-09-257,Garut,0.6445086456513512
2015-09-257,Indramayu,0.3166998192268433
2015-09-257,Karawang,0.49230307887376357
2015-09-257,Kota Bandung,0.30916403064535397
2015-09-257,Kota Bogor,0.44208006159802427
2015-09-257,Kota Cirebon,0.36157027264248714
2015-09-257,Kota Sukabumi,0.4750907217322412
2015-09-257,Kuningan,0.5665855840575591
