date,Kabupaten,NDVI_8Day_Mean
2014-02-41,Kota Sukabumi,0.5034843760842512
2014-02-41,Kuningan,0.5740995915311101
2014-02-41,Majalengka,0.7151531767821528
2014-02-41,Purwakarta,0.419393257067532
2014-02-41,Subang,0.429283477827561
2014-02-41,Sukabumi,0.678379200518049
2014-02-41,Sumedang,0.5780268917103493
2014-02-41,Kota Bekasi,0.192869095810891
2014-02-41,Kota Depok,0.4906357376078279
2014-02-49,Bandung,0.6380226460656366
2014-02-49,Kota Cimahi,0.3458838325624107
2014-02-49,Kota Tasikmalaya,0.4644278459608984
2014-02-49,Tasikmalaya,0.5895890718400079
2014-02-49,Ciamis,0.5782756073682421
2014-02-49,Kota Banjar,0.5746586402720206
2014-02-49,Bekasi,0.2610381049822856
2014-02-49,Bogor,0.598918004511083
2014-02-49,Cianjur,0.7195624653249076
2014-02-49,Cirebon,0.36818758027219034
2014-02-49,Garut,0.6721063060596217
2014-02-49,Indramayu,0.3493392966608727
2014-02-49,Karawang,0.2917419561843796
2014-02-49,Kota Bandung,0.3577579405818153
2014-02-49,Kota Bogor,0.5049821814578603
2014-02-49,Kota Cirebon,0.23207036742352136
2014-02-49,Kota Sukabumi,0.5558760498360473
2014-02-49,Kuningan,0.46510305191352563
2014-02-49,Majalengka,0.392475105625994
2014-02-49,Purwakarta,0.48564581634417625
2014-02-49,Subang,0.3439619613173669
2014-02-49,Sukabumi,0.7538311530022644
2014-02-49,Sumedang,0.4812747742731249
2014-02-49,Kota Bekasi,0.27108288930368435
2014-02-49,Kota Depok,0.48470416763244895
2014-02-57,Bandung,0.6487735932675269
2014-02-57,Kota Cimahi,0.27082413410063405
2014-02-57,Kota Tasikmalaya,0.644280515983204
2014-02-57,Tasikmalaya,0.7545443444089994
2014-02-57,Ciamis,0.7784415557363377
2014-02-57,Kota Banjar,0.7374067288321751
2014-02-57,Bekasi,0.36464040361720096
2014-02-57,Bogor,0.6461159599006625
2014-02-57,Cianjur,0.7284310964822901
2014-02-57,Cirebon,0.5939440983295171
2014-02-57,Garut,0.6532762783918238
2014-02-57,Indramayu,0.55630441000868
2014-02-57,Karawang,0.395319038358595
2014-02-57,Kota Bandung,0.3814475174324471
2014-02-57,Kota Bogor,0.4554932916484512
2014-02-57,Kota Cirebon,0.46403692617079406
2014-02-57,Kota Sukabumi,0.5439242854632458
2014-02-57,Kuningan,0.5940850976930769
2014-02-57,Majalengka,0.6410023492985741
2014-02-57,Purwakarta,0.5685584345596779
2014-02-57,Subang,0.6005910957650674
2014-02-57,Sukabumi,0.7563269312921065
2014-02-57,Sumedang,0.7129712625547082
2014-02-57,Kota Bekasi,0.23017295712617844
2014-02-57,Kota Depok,0.3845680690103849
2014-03-65,Bandung,0.5975914181875944
2014-03-65,Kota Cimahi,0.31172031031890435
2014-03-65,Kota Tasikmalaya,0.6425127791807261
2014-03-65,Tasikmalaya,0.697912137828616
